,trainer/global_step,val_loss/add_in_dist,val_loss/add_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_acc/add_in_dist,val_acc/add_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit
0,3999,1.1381611824035645,1.4510763883590698,1.6190857887268066,1.7354001998901367,0.03999999910593033,0.0,0,0
1,7999,0.4719296991825104,0.9561592936515808,1.2123687267303467,1.3691569566726685,0.36000001430511475,0.0,0,0
2,11999,0.28696322441101074,0.7134063243865967,1.0002503395080566,1.2107927799224854,0.49000000953674316,0.0,0,0
3,15999,0.09329776465892792,0.358384370803833,0.697737455368042,1.0816158056259155,0.7599999904632568,0.05000000074505806,0,0
4,19999,0.004207158461213112,0.41625311970710754,2.795497417449951,4.648841381072998,0.9399999976158142,0.11999999731779099,0,0
5,23999,0.0003740366664715111,0.437866747379303,2.8128676414489746,4.3648223876953125,0.9800000190734863,0.10999999940395355,0,0
6,27999,0.00014589370402973145,0.7823940515518188,2.711219072341919,4.593901634216309,1.0,0.0,0,0
7,31999,1.7903548723552376e-05,0.5135234594345093,3.17462158203125,4.867695331573486,1.0,0.029999999329447746,0,0
8,35999,2.161588099625078e-06,1.4278723001480103,3.671664237976074,5.058985710144043,1.0,0.0,0,0
9,39999,2.876193093470647e-06,0.9755454063415527,3.761478900909424,5.3289899826049805,1.0,0.0,0,0
10,43999,8.504890161020739e-07,0.7895072102546692,3.793172597885132,5.081279277801514,1.0,0.0,0,0
11,47999,3.783634099363553e-07,0.6356810927391052,4.207504749298096,5.552326202392578,1.0,0.019999999552965164,0,0
