,trainer/global_step,val_loss/add_in_dist,val_loss/add_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_acc/add_in_dist,val_acc/add_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit
0,1999,1.9045711755752563,2.1538889408111572,2.306366443634033,2.351726531982422,0.0,0.0,0,0
1,4000,1.2412147521972656,1.5997073650360107,1.7907408475875854,1.839785099029541,0.009999999776482582,0.0,0,0
2,6000,1.192144513130188,1.542382836341858,1.6864186525344849,1.7890880107879639,0.009999999776482582,0.0,0,0
3,8000,0.9147239923477173,1.3988800048828125,1.5460891723632812,1.6420915126800537,0.12999999523162842,0.0,0,0
4,10000,0.7021751999855042,1.2294269800186157,1.4480280876159668,1.5351148843765259,0.23000000417232513,0.0,0,0
5,12001,0.5813969373703003,1.0673469305038452,1.3623303174972534,1.5090750455856323,0.25,0.0,0,0
6,14001,0.5065965056419373,1.0052822828292847,1.247542381286621,1.3549555540084839,0.3199999928474426,0.0,0,0
7,16001,0.3811081051826477,0.7970949411392212,1.0794891119003296,1.1920902729034424,0.4099999964237213,0.0,0,0
8,18002,0.3342820107936859,0.7431644201278687,1.0096334218978882,1.156907081604004,0.5,0.0,0,0
9,20002,0.12165971845388412,0.34053942561149597,0.7156404256820679,0.945267915725708,0.75,0.09000000357627869,0,0
10,22002,0.01992158219218254,0.0390181839466095,1.1566730737686157,2.0927422046661377,0.8700000047683716,0.699999988079071,0,0
11,24002,0.007857035845518112,0.019605210050940514,1.948645830154419,3.2148303985595703,0.949999988079071,0.8999999761581421,0,0
12,26003,0.006076952442526817,0.1260998249053955,2.1235437393188477,3.7145884037017822,0.9599999785423279,0.5099999904632568,0,0
13,28003,0.0012313555926084518,0.11586520820856094,2.191091299057007,3.5000977516174316,0.9900000095367432,0.5799999833106995,0,0
14,30003,0.0023620217107236385,0.005106206983327866,2.918513774871826,4.809682369232178,0.9900000095367432,0.9800000190734863,0,0
