,trainer/global_step,val_loss/add_in_dist,val_loss/ali_in_dist,val_loss/car_in_dist,val_loss/mad_in_dist,val_loss/rev_in_dist,val_loss/add_ood_8digit,val_loss/ali_ood_8digit,val_loss/car_ood_8digit,val_loss/mad_ood_8digit,val_loss/rev_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_loss/ali_ood_10digit,val_loss/ali_ood_11digit,val_loss/car_ood_10digit,val_loss/car_ood_11digit,val_loss/mad_ood_10digit,val_loss/mad_ood_11digit,val_loss/rev_ood_10digit,val_loss/rev_ood_11digit,val_acc/add_in_dist,val_acc/ali_in_dist,val_acc/car_in_dist,val_acc/mad_in_dist,val_acc/rev_in_dist,val_acc/add_ood_8digit,val_acc/ali_ood_8digit,val_acc/car_ood_8digit,val_acc/mad_ood_8digit,val_acc/rev_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit,val_acc/ali_ood_10digit,val_acc/ali_ood_11digit,val_acc/car_ood_10digit,val_acc/car_ood_11digit,val_acc/mad_ood_10digit,val_acc/mad_ood_11digit,val_acc/rev_ood_10digit,val_acc/rev_ood_11digit
0,1999,2.4112415313720703,0.007634378504008055,0.247510626912117,2.6405179500579834,0.082694873213768,2.724036931991577,0.03653567656874657,0.3284568786621094,2.947110891342163,0.15911254286766052,2.902372360229492,2.9741265773773193,0.5896270871162415,1.7759431600570679,0.3914411962032318,0.5686528086662292,3.132780075073242,3.2362656593322754,0.19560261070728302,0.5116174221038818,0.0,0.8100000023841858,0.3700000047683716,0.0,0.6399999856948853,0.0,0.49000000953674316,0.10000000149011612,0.0,0.3400000035762787,0.0,0,0,0,0.03999999910593033,0.009999999776482582,0.0,0,0.17000000178813934,0.019999999552965164
1,3999,0.36556369066238403,0.004641376901417971,0.052445340901613235,0.07442731410264969,0.030001200735569,0.6112934350967407,0.09561678022146225,0.09370718151330948,0.20508714020252228,0.04488135501742363,0.9284346103668213,1.9658268690109253,1.001426100730896,2.006039619445801,0.27561408281326294,1.65181565284729,0.580471932888031,1.8763331174850464,0.1795051395893097,1.9192957878112793,0.46000000834465027,0.9800000190734863,0.8700000047683716,0.8500000238418579,0.8899999856948853,0.18000000715255737,0.4000000059604645,0.7699999809265137,0.5699999928474426,0.75,0.029999999329447746,0,0,0,0.3499999940395355,0.0,0.03999999910593033,0,0.3799999952316284,0.0
2,5999,0.05374077335000038,1.09905058707227e-05,0.0005412038881331682,0.0014123354339972138,0.01025242917239666,0.6309191584587097,0.010195937007665634,0.08519365638494492,0.5419781804084778,0.04691067337989807,0.9290496110916138,1.5220087766647339,1.2178781032562256,2.810467481613159,1.3362629413604736,2.022374391555786,1.0315557718276978,1.6016422510147095,0.19870996475219727,2.485835075378418,0.8199999928474426,1.0,1.0,1.0,0.9399999976158142,0.1599999964237213,0.8600000143051147,0.6600000262260437,0.23000000417232513,0.7799999713897705,0.029999999329447746,0,0,0,0.0,0.0,0.009999999776482582,0,0.4000000059604645,0.0
3,7999,0.015404912643134594,5.0262002332601696e-05,3.523027407936752e-05,0.00040254383930005133,0.006472361274063587,0.1968635618686676,0.029796190559864044,0.01715102605521679,0.07692336291074753,0.05682055652141571,3.320662021636963,6.9933085441589355,1.197906494140625,2.146146535873413,2.9926302433013916,5.818967342376709,4.445526599884033,8.816543579101562,0.7382398843765259,5.503738880157471,0.9599999785423279,1.0,1.0,0.9900000095367432,0.9399999976158142,0.49000000953674316,0.6700000166893005,0.9200000166893005,0.800000011920929,0.7599999904632568,0.0,0,0,0,0.009999999776482582,0.0,0.0,0,0.029999999329447746,0.0
4,9999,0.006843792740255594,3.872879460686818e-06,0.0036195709835737944,4.2564472096273676e-05,0.004774084780365229,0.5046306848526001,0.13678570091724396,0.665067195892334,0.7698337435722351,0.08618953824043274,2.5369787216186523,5.786335468292236,1.6637892723083496,3.0562188625335693,2.219871759414673,4.487960338592529,3.8801169395446777,7.412001132965088,0.4180796146392822,6.8198628425598145,0.9800000190734863,1.0,0.9900000095367432,1.0,0.9599999785423279,0.2800000011920929,0.28999999165534973,0.23999999463558197,0.23999999463558197,0.7200000286102295,0.0,0,0,0,0.0,0.0,0.0,0,0.15000000596046448,0.0
5,11999,0.0011645655613392591,3.2495104278496e-06,0.000771247548982501,8.802551019471139e-05,5.85084744670894e-05,0.6088564395904541,0.035815127193927765,0.30769988894462585,0.21606941521167755,0.016091322526335716,2.6979551315307617,6.611787796020508,1.506325364112854,2.4249773025512695,1.4842170476913452,3.68843412399292,2.6711294651031494,6.838490009307861,0.6597341299057007,5.227295398712158,1.0,1.0,0.9900000095367432,1.0,1.0,0.07999999821186066,0.7099999785423279,0.41999998688697815,0.4300000071525574,0.8799999952316284,0.0,0,0,0,0.009999999776482582,0.0,0.0,0,0.05999999865889549,0.0
6,13999,0.003782718675211072,7.2730554165900685e-06,2.026915353781078e-05,0.00013757002307102084,0.00027654337463900447,0.23085831105709076,0.24304302036762238,0.06706712394952774,0.24717244505882263,0.012541092932224274,3.024852991104126,5.527790069580078,1.165956974029541,2.0303456783294678,1.721346139907837,3.642470598220825,3.0687427520751953,5.24929666519165,1.3106709718704224,7.382326126098633,1.0,1.0,1.0,0.9900000095367432,1.0,0.23999999463558197,0.05000000074505806,0.7799999713897705,0.30000001192092896,0.9300000071525574,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
7,15999,0.00014154927339404821,3.144649099340313e-06,5.731006240239367e-05,6.944464985281229e-05,5.1455324864946306e-05,0.32323384284973145,0.11434738337993622,0.06755722314119339,0.35216182470321655,0.05964631214737892,3.2517993450164795,5.04493522644043,1.1281706094741821,1.7809597253799438,1.5990115404129028,2.9629852771759033,3.255887031555176,4.944389343261719,1.7256909608840942,7.597479820251465,0.9900000095367432,1.0,1.0,1.0,1.0,0.20999999344348907,0.2199999988079071,0.6499999761581421,0.25999999046325684,0.7599999904632568,0.0,0,0,0,0.009999999776482582,0.0,0.0,0,0.0,0.0
8,17999,0.008330988697707653,2.4667231173225446e-06,0.00013192112965043634,3.630791252362542e-05,0.00014332095452118665,0.27586495876312256,0.09842709451913834,0.05712926760315895,0.07815459370613098,0.11434261500835419,3.2918472290039062,5.200565814971924,1.2836065292358398,2.2401950359344482,2.2186222076416016,3.5599372386932373,3.216078281402588,5.437398910522461,1.0606508255004883,7.200397491455078,0.9599999785423279,1.0,1.0,1.0,0.9900000095367432,0.36000001430511475,0.36000001430511475,0.7699999809265137,0.6399999856948853,0.6299999952316284,0.0,0,0,0,0.0,0.0,0.0,0,0.029999999329447746,0.0
9,19999,0.004390744026750326,9.223838333127787e-07,1.8128183683074894e-06,2.4103839677991346e-05,1.2086425158486236e-05,0.35522034764289856,0.08058654516935349,0.08470350503921509,0.1629173904657364,0.13015685975551605,6.040202617645264,11.771306037902832,1.6486300230026245,3.0974512100219727,3.854069709777832,6.651147842407227,6.025802135467529,10.43539810180664,1.5234609842300415,9.271862983703613,0.9900000095367432,1.0,1.0,1.0,1.0,0.20999999344348907,0.4099999964237213,0.7699999809265137,0.5799999833106995,0.7200000286102295,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
10,21999,3.999706677859649e-05,3.7311548339857836e-07,1.776645177642422e-07,1.6631809558020905e-05,3.129415927105583e-05,0.9061548709869385,0.06873181462287903,0.9260591864585876,0.6165310740470886,0.08421885222196579,4.684228897094727,7.580276012420654,1.230617880821228,2.3475005626678467,2.4706947803497314,4.3159589767456055,4.54109525680542,6.9452433586120605,2.8245182037353516,9.723918914794922,1.0,1.0,1.0,1.0,1.0,0.019999999552965164,0.5199999809265137,0.1899999976158142,0.12999999523162842,0.7099999785423279,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
11,23999,1.6158808648469858e-05,1.7307824862200505e-07,1.1343105370542617e-06,3.901871423295233e-06,1.5075833289301954e-05,0.26414355635643005,0.13196131587028503,0.07045843452215195,0.12485336512327194,0.24460124969482422,5.747408390045166,8.931957244873047,1.4458242654800415,2.326855182647705,2.356109857559204,4.128212928771973,5.080890655517578,7.838655471801758,2.7354161739349365,9.315103530883789,1.0,1.0,1.0,1.0,1.0,0.3199999928474426,0.18000000715255737,0.7599999904632568,0.6200000047683716,0.38999998569488525,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
12,25999,1.5036258673717384e-06,2.462637915812138e-08,6.03168501811524e-08,5.811534151689557e-07,6.192974524310557e-07,0.3692210912704468,0.07236911356449127,0.35600346326828003,0.2205565869808197,0.31185126304626465,6.023996353149414,9.255395889282227,1.5240696668624878,2.5512120723724365,2.6548633575439453,4.213630676269531,4.827495098114014,6.915762424468994,3.984429359436035,11.60831069946289,1.0,1.0,1.0,1.0,1.0,0.3199999928474426,0.4099999964237213,0.4300000071525574,0.5699999928474426,0.38999998569488525,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
13,27999,2.1796811324747978e-06,1.898474977224396e-08,5.643099143526342e-08,1.2232112567289732e-06,7.854192745071487e-07,0.15102285146713257,0.3416641652584076,0.07976061850786209,0.0671791136264801,0.1754714846611023,6.304749965667725,9.977594375610352,1.9071966409683228,3.3268654346466064,2.8370935916900635,4.869720935821533,4.954181671142578,7.062000274658203,2.939602851867676,11.879980087280273,1.0,1.0,1.0,1.0,1.0,0.4399999976158142,0.009999999776482582,0.75,0.7400000095367432,0.3799999952316284,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
14,29999,2.403014150331728e-06,4.061153191514677e-09,6.160036036817473e-08,2.4523538399989775e-07,4.0512681152904406e-05,0.13880577683448792,0.319357305765152,0.08741294592618942,0.053870443254709244,0.13298656046390533,5.043303966522217,7.952132701873779,1.6432987451553345,3.026298761367798,2.3489248752593994,3.924345016479492,4.439310073852539,6.509427547454834,3.619645595550537,11.520869255065918,1.0,1.0,1.0,1.0,1.0,0.49000000953674316,0.07000000029802322,0.7200000286102295,0.7599999904632568,0.5199999809265137,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
15,31999,1.666402795308386e-06,1.1351804829473622e-08,1.3568350709647348e-07,3.628900913099642e-07,3.2732233989918313e-07,0.15322962403297424,0.2704271972179413,0.05731084197759628,0.017222287133336067,0.05833645910024643,5.347682476043701,8.481103897094727,1.607210636138916,2.8034164905548096,2.792283535003662,4.710907936096191,5.093932628631592,7.4381422996521,4.112270355224609,11.32776165008545,1.0,1.0,1.0,1.0,1.0,0.4699999988079071,0.05000000074505806,0.7599999904632568,0.8899999856948853,0.7099999785423279,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
