,trainer/global_step,val_loss/add_in_dist,val_loss/add_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_acc/add_in_dist,val_acc/add_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit
0,3999,1.5195496082305908,1.715430736541748,1.8194891214370728,1.8784091472625732,0.0,0,0,0
1,7999,1.2816332578659058,1.597619652748108,1.7109544277191162,1.776570439338684,0.019999999552965164,0,0,0
2,11999,1.1633789539337158,1.492470383644104,1.6313437223434448,1.689570665359497,0.009999999776482582,0,0,0
3,15999,0.9763472080230713,1.3725624084472656,1.5283234119415283,1.6101490259170532,0.029999999329447746,0,0,0
4,19999,0.9435240030288696,1.3343507051467896,1.5077824592590332,1.5898834466934204,0.009999999776482582,0,0,0
5,23999,0.9776748418807983,1.3149570226669312,1.4824796915054321,1.561905860900879,0.03999999910593033,0,0,0
6,27999,0.7910977005958557,1.2906365394592285,1.459659457206726,1.5425578355789185,0.12999999523162842,0,0,0
7,31999,0.7662131786346436,1.216996669769287,1.4029136896133423,1.485538363456726,0.17000000178813934,0,0,0
8,35999,0.7426213026046753,1.1540875434875488,1.3545526266098022,1.4464597702026367,0.15000000596046448,0,0,0
9,39999,0.5700215697288513,1.12433660030365,1.328107476234436,1.4244869947433472,0.27000001072883606,0,0,0
10,43999,0.6542665362358093,1.1077830791473389,1.3168859481811523,1.4065072536468506,0.1899999976158142,0,0,0
11,47999,0.6091490387916565,1.1047941446304321,1.3084721565246582,1.3973028659820557,0.25,0,0,0
