,trainer/global_step,val_loss/add_in_dist,val_loss/add_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_acc/add_in_dist,val_acc/add_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit
0,3999,0.9716412425041199,1.345948338508606,1.5512440204620361,1.6522963047027588,0.05999999865889549,0.0,0,0
1,7999,0.41754603385925293,0.8357034921646118,1.1042379140853882,1.2851951122283936,0.46000000834465027,0.009999999776482582,0,0
2,11999,0.10286521166563034,0.3589281737804413,1.3755638599395752,1.2785604000091553,0.75,0.05999999865889549,0,0
3,15999,0.01316401083022356,0.13318459689617157,3.550595283508301,6.04656982421875,0.8999999761581421,0.30000001192092896,0,0
4,19999,0.001440689549781382,0.327514111995697,4.382967472076416,5.513506889343262,0.9900000095367432,0.3100000023841858,0,0
5,23999,0.0013821721076965332,1.4517521858215332,3.4435439109802246,4.7643842697143555,0.9800000190734863,0.0,0,0
6,27999,0.0003480037266854197,0.8694782257080078,4.973026275634766,6.740163803100586,1.0,0.019999999552965164,0,0
7,31999,0.002067382214590907,0.7417321801185608,5.106692314147949,6.544126510620117,1.0,0.019999999552965164,0,0
8,35999,2.4997571017593145e-05,0.8412856459617615,4.0945329666137695,5.495782375335693,1.0,0.0,0,0
9,39999,0.0002649979433044791,0.9935032725334167,4.5905585289001465,5.389026641845703,1.0,0.019999999552965164,0,0
10,43999,1.014710869640112e-05,0.48278388381004333,5.504873275756836,6.784479141235352,1.0,0.10000000149011612,0,0
11,47999,2.329417384316912e-06,0.3911968469619751,5.999621391296387,7.353395938873291,1.0,0.18000000715255737,0,0
