,trainer/global_step,val_loss/add_in_dist,val_loss/add_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_acc/add_in_dist,val_acc/add_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit
0,1999,1.7455066442489624,2.36788272857666,2.3113460540771484,3.8934731483459473,0.0,0.0,0,0
1,4000,1.1063141822814941,1.6632417440414429,2.2248728275299072,2.6690163612365723,0.03999999910593033,0.0,0,0
2,6000,0.44826003909111023,1.4792280197143555,1.6011487245559692,3.131772994995117,0.3700000047683716,0.0,0,0
3,8000,0.1081233099102974,0.8424669504165649,1.3287867307662964,2.4354288578033447,0.6600000262260437,0.029999999329447746,0,0
4,10000,0.042421210557222366,0.7176333069801331,1.5052175521850586,3.121518135070801,0.8199999928474426,0.019999999552965164,0,0
5,12001,0.00417367136105895,1.1580485105514526,3.4683358669281006,4.892650127410889,0.9399999976158142,0.10000000149011612,0,0
6,14001,0.003751438343897462,2.385411262512207,2.3087565898895264,4.0242486000061035,0.9800000190734863,0.0,0,0
7,16001,0.0016895645530894399,0.8117520213127136,2.816153049468994,5.066382884979248,0.9700000286102295,0.10999999940395355,0,0
8,18002,0.0031281744595617056,1.3571590185165405,2.3606271743774414,2.3095457553863525,0.9800000190734863,0.009999999776482582,0,0
9,20002,0.00015678844647482038,2.630465030670166,4.372124195098877,6.374204158782959,0.9900000095367432,0.0,0,0
10,22002,0.001763222273439169,0.5995350480079651,3.2956488132476807,5.453146934509277,0.9900000095367432,0.27000001072883606,0,0
11,24002,3.303684206912294e-05,1.8785450458526611,4.047553539276123,5.616772651672363,1.0,0.0,0,0
12,26003,0.00027174392016604543,2.420001268386841,3.9652535915374756,6.0037336349487305,1.0,0.009999999776482582,0,0
13,28003,0.0036849481984972954,1.0685009956359863,3.9873251914978027,5.857949733734131,0.9900000095367432,0.11999999731779099,0,0
14,30003,2.2201118099474115e-06,2.2402279376983643,4.672349452972412,6.442995548248291,1.0,0.009999999776482582,0,0
15,32004,1.2907777090731543e-05,1.3166649341583252,4.234731674194336,6.7734551429748535,1.0,0.03999999910593033,0,0
16,34004,7.427040145557839e-06,1.1917535066604614,4.2679314613342285,5.9513468742370605,1.0,0.029999999329447746,0,0
17,36004,8.20597506390186e-07,2.4830710887908936,4.715713977813721,6.445516586303711,1.0,0.009999999776482582,0,0
18,38004,1.1310007721476723e-06,2.78143310546875,4.5364580154418945,6.577953338623047,1.0,0.0,0,0
19,40005,4.7391998236889776e-07,1.695382833480835,5.231595516204834,7.020967483520508,1.0,0.05000000074505806,0,0
20,42005,3.463399878000928e-07,1.0871199369430542,5.280055999755859,6.8762712478637695,1.0,0.10000000149011612,0,0
21,44005,3.5101908224532963e-07,1.2433500289916992,5.559788703918457,7.813289642333984,1.0,0.09000000357627869,0,0
22,46006,2.764798807675106e-07,2.4346840381622314,5.333850860595703,7.722843647003174,1.0,0.009999999776482582,0,0
23,48006,4.0167542181279714e-08,2.5517821311950684,5.211298942565918,7.751592636108398,1.0,0.009999999776482582,0,0
