,trainer/global_step,val_loss/add_in_dist,val_loss/ali_in_dist,val_loss/car_in_dist,val_loss/mad_in_dist,val_loss/rev_in_dist,val_loss/add_ood_8digit,val_loss/ali_ood_8digit,val_loss/car_ood_8digit,val_loss/mad_ood_8digit,val_loss/rev_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_loss/ali_ood_10digit,val_loss/ali_ood_11digit,val_loss/car_ood_10digit,val_loss/car_ood_11digit,val_loss/mad_ood_10digit,val_loss/mad_ood_11digit,val_loss/rev_ood_10digit,val_loss/rev_ood_11digit,val_acc/add_in_dist,val_acc/ali_in_dist,val_acc/car_in_dist,val_acc/mad_in_dist,val_acc/rev_in_dist,val_acc/add_ood_8digit,val_acc/ali_ood_8digit,val_acc/car_ood_8digit,val_acc/mad_ood_8digit,val_acc/rev_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit,val_acc/ali_ood_10digit,val_acc/ali_ood_11digit,val_acc/car_ood_10digit,val_acc/car_ood_11digit,val_acc/mad_ood_10digit,val_acc/mad_ood_11digit,val_acc/rev_ood_10digit,val_acc/rev_ood_11digit
0,3999,1.9092015027999878,1.173688530921936,0.5783261060714722,1.9783368110656738,1.9575560092926025,2.0807762145996094,1.1978853940963745,0.6199042797088623,2.097923517227173,2.090970039367676,2.1197824478149414,2.1706173419952393,1.1838669776916504,1.1829555034637451,0.6408277153968811,0.6582401990890503,2.1618027687072754,2.1911733150482178,2.134659767150879,2.1557765007019043,0,0,0.05999999865889549,0,0,0,0,0.009999999776482582,0,0,0,0,0,0,0.0,0.0,0,0,0,0
1,7999,1.8721857070922852,1.1238003969192505,0.5386432409286499,1.9455914497375488,1.9254846572875977,2.0144155025482178,1.1534793376922607,0.5955559015274048,2.064985752105713,2.0531702041625977,2.066479444503784,2.1102945804595947,1.1501774787902832,1.1457215547561646,0.623794674873352,0.6285806894302368,2.117932081222534,2.1446309089660645,2.1059372425079346,2.1256515979766846,0,0,0.019999999552965164,0,0,0,0,0.009999999776482582,0,0,0,0,0,0,0.0,0.0,0,0,0,0
2,11999,1.839326024055481,1.1188900470733643,0.5078638792037964,1.9181373119354248,1.871734619140625,1.9926676750183105,1.1588302850723267,0.5664045214653015,2.050219774246216,2.021582841873169,2.0499215126037598,2.101558208465576,1.161186933517456,1.1501364707946777,0.5944433808326721,0.592689573764801,2.1036579608917236,2.12886118888855,2.079944372177124,2.0955448150634766,0,0,0.05999999865889549,0,0,0,0,0.009999999776482582,0,0,0,0,0,0,0.0,0.0,0,0,0,0
3,15999,1.8500876426696777,1.058430790901184,0.5248880982398987,1.930466890335083,1.7855703830718994,1.982153296470642,1.097033143043518,0.5570700168609619,2.0520389080047607,1.9662986993789673,2.044285535812378,2.0897414684295654,1.1122931241989136,1.1101980209350586,0.584347665309906,0.5823712348937988,2.1018495559692383,2.1261191368103027,2.039240837097168,2.0614473819732666,0,0,0.09000000357627869,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
4,19999,1.8264213800430298,0.9828659296035767,0.4782469570636749,1.9345282316207886,1.6815968751907349,1.9723411798477173,1.0528775453567505,0.5431180000305176,2.053638219833374,1.9144536256790161,2.0391082763671875,2.080688238143921,1.0816816091537476,1.0871129035949707,0.5702073574066162,0.5677054524421692,2.1027283668518066,2.1238059997558594,1.9979543685913086,2.0311765670776367,0,0,0.05999999865889549,0,0,0,0,0.009999999776482582,0,0,0,0,0,0,0.0,0.0,0,0,0,0
5,23999,1.8005874156951904,0.94122713804245,0.4497634172439575,1.924402117729187,1.6317485570907593,1.9639902114868164,1.0248945951461792,0.5342846512794495,2.0533621311187744,1.8546465635299683,2.032109260559082,2.070326089859009,1.0597854852676392,1.0708261728286743,0.563750147819519,0.5632449984550476,2.1022372245788574,2.1194753646850586,1.9525723457336426,1.994033932685852,0,0,0.09000000357627869,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
6,27999,1.7601944208145142,0.920478880405426,0.4560084044933319,1.9399538040161133,1.541104793548584,1.9585784673690796,0.9947898387908936,0.5288779735565186,2.0532662868499756,1.7909225225448608,2.0259969234466553,2.0653302669525146,1.03408682346344,1.0466324090957642,0.5590628385543823,0.5597289800643921,2.1032042503356934,2.1195273399353027,1.908499002456665,1.961825966835022,0,0,0.09000000357627869,0,0,0,0,0.009999999776482582,0,0,0,0,0,0,0.009999999776482582,0.0,0,0,0,0
7,31999,1.8042184114456177,0.8248015642166138,0.44574210047721863,1.9466115236282349,1.51991605758667,1.9610868692398071,0.9242983460426331,0.5271357893943787,2.0553488731384277,1.7359976768493652,2.026455879211426,2.0653367042541504,0.9807589650154114,0.9988221526145935,0.556861400604248,0.5603274703025818,2.107706069946289,2.124344825744629,1.8648185729980469,1.910926342010498,0,0,0.07999999821186066,0,0,0,0,0.009999999776482582,0,0,0,0,0,0,0.019999999552965164,0.0,0,0,0,0
8,35999,1.7805829048156738,0.7452476620674133,0.4437134861946106,1.9326952695846558,1.4221354722976685,1.9618247747421265,0.8760553002357483,0.5221614241600037,2.055495500564575,1.6921021938323975,2.026559829711914,2.0644919872283936,0.9481766223907471,0.970272958278656,0.5544946789741516,0.5583682060241699,2.1068830490112305,2.122713565826416,1.8313133716583252,1.8775825500488281,0,0,0.03999999910593033,0,0,0,0,0.009999999776482582,0,0,0,0,0,0,0.0,0.009999999776482582,0,0,0,0
9,39999,1.793521761894226,0.6843743920326233,0.45160430669784546,1.936680555343628,1.3561419248580933,1.9627408981323242,0.8377748131752014,0.5217970013618469,2.0579421520233154,1.657765507698059,2.027028799057007,2.0622377395629883,0.9172407388687134,0.9419330358505249,0.5538365840911865,0.5590927600860596,2.1113898754119873,2.1275570392608643,1.8051115274429321,1.8538202047348022,0,0,0.14000000059604645,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
