,trainer/global_step,val_loss/add_in_dist,val_loss/add_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_acc/add_in_dist,val_acc/add_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit
0,3999,0.7377264499664307,1.2604278326034546,1.4898240566253662,1.6389120817184448,0.18000000715255737,0,0,0
1,7999,1.3215217590332031,2.8314483165740967,3.3605010509490967,4.173666000366211,0.3499999940395355,0,0,0
2,11999,1.4529125690460205,3.1673500537872314,4.294143199920654,4.920993328094482,0.3700000047683716,0,0,0
3,15999,1.5648273229599,3.5218124389648438,4.780063152313232,5.2299370765686035,0.3799999952316284,0,0,0
4,19999,2.0594820976257324,4.05800724029541,5.06241512298584,5.0255961418151855,0.3100000023841858,0,0,0
5,23999,2.0254228115081787,4.27288818359375,5.3705668449401855,6.112237930297852,0.3499999940395355,0,0,0
6,27999,2.1811392307281494,4.1523823738098145,5.367893218994141,6.354730606079102,0.3199999928474426,0,0,0
7,31999,2.067645788192749,3.760978937149048,5.013972282409668,5.840913772583008,0.33000001311302185,0,0,0
8,35999,2.17596697807312,3.9597318172454834,5.814254283905029,6.6131086349487305,0.28999999165534973,0,0,0
9,39999,1.9033282995224,4.837967872619629,6.0327324867248535,7.161459445953369,0.4300000071525574,0,0,0
10,43999,2.2091264724731445,5.218734264373779,6.9658331871032715,7.680400848388672,0.4300000071525574,0,0,0
11,47999,2.2215688228607178,5.069719314575195,7.050642490386963,7.986611843109131,0.3799999952316284,0,0,0
