,trainer/global_step,val_loss/add_in_dist,val_loss/add_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_acc/add_in_dist,val_acc/add_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit
0,2002,1.732353925704956,2.07800030708313,2.2607038021087646,2.4336023330688477,0.0,0.0,0,0
1,4005,1.0914784669876099,1.5708494186401367,1.8283575773239136,1.9718023538589478,0.029999999329447746,0.0,0,0
2,6008,0.9413348436355591,1.3840324878692627,1.9205278158187866,2.0978472232818604,0.05000000074505806,0.0,0,0
3,8011,0.7919900417327881,1.2481176853179932,1.424810528755188,1.6035934686660767,0.1599999964237213,0.0,0,0
4,10013,0.5639662146568298,1.0637339353561401,1.2900364398956299,1.5431923866271973,0.3499999940395355,0.0,0,0
5,12016,0.31108444929122925,0.8786872029304504,1.2148979902267456,1.7025936841964722,0.550000011920929,0.0,0,0
6,14019,0.31053927540779114,0.7749446630477905,1.0713502168655396,1.2820433378219604,0.5400000214576721,0.0,0,0
7,16022,0.05389993637800217,0.29248344898223877,1.5783965587615967,2.7020859718322754,0.8500000238418579,0.14000000059604645,0,0
8,18025,0.06532860547304153,0.4207104444503784,2.853226661682129,5.145442485809326,0.8100000023841858,0.11999999731779099,0,0
9,20028,0.007663612253963947,0.39299702644348145,1.7343634366989136,2.8809773921966553,0.949999988079071,0.14000000059604645,0,0
10,22031,0.00650473777204752,0.45204949378967285,2.0511672496795654,3.295555830001831,0.9900000095367432,0.2199999988079071,0,0
11,24034,0.0019049227703362703,0.7503925561904907,2.6019840240478516,3.9606282711029053,0.9900000095367432,0.10000000149011612,0,0
12,26037,0.001726962043903768,1.3038053512573242,3.1124582290649414,3.6821281909942627,0.9900000095367432,0.0,0,0
13,28040,3.825090971076861e-05,1.3327727317810059,3.2210333347320557,4.980386257171631,1.0,0.0,0,0
14,30042,0.000341368984663859,0.737034022808075,3.4407830238342285,4.687849521636963,0.9900000095367432,0.09000000357627869,0,0
15,32045,0.00011296742013655603,1.0796419382095337,4.966082572937012,7.190985679626465,1.0,0.10999999940395355,0,0
16,34048,0.00011703991185640916,0.2902684211730957,3.742065191268921,5.023314952850342,1.0,0.33000001311302185,0,0
17,36051,7.032025678199716e-06,1.1523289680480957,5.502015590667725,8.015339851379395,1.0,0.05000000074505806,0,0
18,38054,5.894434252695646e-06,0.5371532440185547,4.452653884887695,6.658987045288086,1.0,0.11999999731779099,0,0
19,40057,0.0002525827439967543,0.3702943027019501,4.752187728881836,6.935191631317139,1.0,0.30000001192092896,0,0
20,42060,0.00022883295605424792,0.4963899850845337,5.33707332611084,8.343448638916016,1.0,0.1599999964237213,0,0
21,44063,0.0005456068902276456,2.2911875247955322,5.021236419677734,7.620705604553223,1.0,0.029999999329447746,0,0
22,46066,4.608896688296227e-06,0.45921990275382996,4.379669666290283,5.995476245880127,1.0,0.09000000357627869,0,0
23,48068,0.000132177141495049,0.615654468536377,5.070172309875488,6.839867115020752,1.0,0.11999999731779099,0,0
