,trainer/global_step,val_loss/add_in_dist,val_loss/ali_in_dist,val_loss/car_in_dist,val_loss/mad_in_dist,val_loss/rev_in_dist,val_loss/add_ood_8digit,val_loss/ali_ood_8digit,val_loss/car_ood_8digit,val_loss/mad_ood_8digit,val_loss/rev_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_loss/ali_ood_10digit,val_loss/ali_ood_11digit,val_loss/car_ood_10digit,val_loss/car_ood_11digit,val_loss/mad_ood_10digit,val_loss/mad_ood_11digit,val_loss/rev_ood_10digit,val_loss/rev_ood_11digit,val_acc/add_in_dist,val_acc/ali_in_dist,val_acc/car_in_dist,val_acc/mad_in_dist,val_acc/rev_in_dist,val_acc/add_ood_8digit,val_acc/ali_ood_8digit,val_acc/car_ood_8digit,val_acc/mad_ood_8digit,val_acc/rev_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit,val_acc/ali_ood_10digit,val_acc/ali_ood_11digit,val_acc/car_ood_10digit,val_acc/car_ood_11digit,val_acc/mad_ood_10digit,val_acc/mad_ood_11digit,val_acc/rev_ood_10digit,val_acc/rev_ood_11digit
0,1999,1.7219972610473633,0.009130779653787613,0.45415523648262024,1.7201765775680542,0.05626484379172325,1.9973502159118652,0.023392345756292343,0.47051623463630676,2.023658037185669,0.14290453493595123,2.109051465988159,2.1796212196350098,0.4669681787490845,1.3388975858688354,0.619065523147583,0.8609054088592529,2.1600899696350098,2.2754065990448,0.17825236916542053,0.5113348960876465,0.0,0.9200000166893005,0.2199999988079071,0.009999999776482582,0.699999988079071,0.0,0.7699999809265137,0.05999999865889549,0.0,0.25999999046325684,0.0,0,0,0,0.029999999329447746,0,0.0,0,0.18000000715255737,0.029999999329447746
1,3999,0.1339549422264099,0.0002802280359901488,0.01312923151999712,0.07745815068483353,0.014553375542163849,0.37231406569480896,0.503616452217102,0.21781013906002045,0.14799398183822632,0.050009146332740784,0.8744010329246521,1.775702714920044,1.0477256774902344,2.4682984352111816,0.7061814069747925,1.5311366319656372,0.7133274674415588,1.823734164237976,0.1020779013633728,1.0015957355499268,0.699999988079071,1.0,0.9200000166893005,0.9399999976158142,0.8500000238418579,0.23999999463558197,0.009999999776482582,0.5600000023841858,0.6899999976158142,0.6600000262260437,0.009999999776482582,0,0,0,0.05000000074505806,0,0.05000000074505806,0,0.46000000834465027,0.0
2,5999,0.01549637783318758,4.037349935970269e-05,0.0007672006613574922,0.00036637287121266127,0.005404775962233543,0.10512512922286987,0.0896662026643753,0.16067564487457275,0.1329125016927719,0.008948978036642075,2.8589367866516113,5.438658237457275,1.1594997644424438,2.7969586849212646,1.7042022943496704,3.8204004764556885,3.649425983428955,7.063880443572998,0.2449173480272293,3.0106406211853027,0.9399999976158142,1.0,1.0,1.0,0.9900000095367432,0.6700000166893005,0.4300000071525574,0.5600000023841858,0.6899999976158142,0.9300000071525574,0.0,0,0,0,0.0,0,0.0,0,0.25,0.0
3,7999,0.01747860759496689,1.0945434041786939e-05,0.0002699405013117939,0.001993529498577118,0.00877147726714611,0.5089395046234131,0.02667115442454815,0.31509527564048767,0.16413289308547974,0.017234569415450096,3.273677110671997,4.204697608947754,1.4716209173202515,3.4008560180664062,1.2649695873260498,2.273838996887207,3.8597638607025146,5.526430606842041,2.4631502628326416,9.85915756225586,0.9399999976158142,1.0,1.0,0.9800000190734863,0.9599999785423279,0.11999999731779099,0.699999988079071,0.46000000834465027,0.46000000834465027,0.9300000071525574,0.0,0,0,0,0.03999999910593033,0,0.0,0,0.0,0.0
4,9999,0.001416463521309197,3.407453959880513e-06,6.835649401182309e-05,4.127388820052147e-05,0.001767589244991541,0.22212040424346924,0.039722293615341187,0.04319332167506218,0.26398712396621704,0.00835924968123436,3.727811813354492,5.419671058654785,1.6401954889297485,3.0608716011047363,1.7814209461212158,3.046429395675659,3.3198370933532715,4.295077323913574,2.248838424682617,7.1051812171936035,0.9900000095367432,1.0,1.0,1.0,0.9800000190734863,0.5,0.5899999737739563,0.8899999856948853,0.3199999928474426,0.9599999785423279,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0
5,11999,0.005615517031401396,7.805241693858989e-06,4.963622268405743e-05,9.66514999163337e-05,0.00011269934475421906,0.13628557324409485,0.23453664779663086,0.07997548580169678,0.0945732593536377,0.04608772695064545,2.6249306201934814,3.6730148792266846,1.5228700637817383,2.9433295726776123,1.3796684741973877,2.036442756652832,2.671548366546631,3.547708034515381,1.768021583557129,5.752134799957275,0.9700000286102295,1.0,1.0,1.0,1.0,0.550000011920929,0.10000000149011612,0.699999988079071,0.6200000047683716,0.7699999809265137,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0
6,13999,0.0004912556614726782,1.6374740880564786e-05,0.00010936569742625579,0.00013402722834143788,0.0012605206575244665,0.05386941134929657,0.13535672426223755,0.001385520794428885,0.0038013977464288473,0.01657910645008087,2.8934218883514404,4.6751017570495605,1.4884543418884277,2.563911199569702,1.8445338010787964,3.4194447994232178,2.5960354804992676,4.433681964874268,2.2581820487976074,5.934838771820068,1.0,1.0,0.9900000095367432,1.0,0.9900000095367432,0.6899999976158142,0.15000000596046448,0.9800000190734863,1.0,0.8600000143051147,0.0,0,0,0,0.07000000029802322,0,0.0,0,0.0,0.0
7,15999,0.0001672384823905304,6.219659553607926e-05,4.961624290444888e-05,0.00022834251285530627,7.654426735825837e-05,0.6116843819618225,0.3939371109008789,0.07689427584409714,0.23250646889209747,0.06511528789997101,3.9424490928649902,4.877901077270508,1.8750741481781006,3.4808542728424072,2.4709067344665527,3.8243486881256104,3.5277411937713623,4.8791680335998535,3.9546966552734375,6.79599666595459,0.9900000095367432,1.0,1.0,1.0,1.0,0.18000000715255737,0.029999999329447746,0.7900000214576721,0.3700000047683716,0.6700000166893005,0.0,0,0,0,0.05000000074505806,0,0.0,0,0.0,0.0
8,17999,0.0009220990468747914,4.487926617002813e-07,3.0480743589578196e-05,5.509749462362379e-05,3.877145718433894e-05,0.19732661545276642,0.2632805109024048,0.2253827452659607,0.20820388197898865,0.11486175656318665,3.639817476272583,5.135254383087158,2.4131860733032227,4.51024055480957,1.7224032878875732,2.815286636352539,3.3914384841918945,4.832834243774414,3.7707974910736084,7.923501491546631,0.9900000095367432,1.0,1.0,1.0,1.0,0.3799999952316284,0.10000000149011612,0.46000000834465027,0.46000000834465027,0.5199999809265137,0.0,0,0,0,0.019999999552965164,0,0.0,0,0.0,0.0
9,19999,0.013862192630767822,6.547491466335487e-06,1.2427019100869074e-05,4.955081385560334e-05,0.003548853099346161,0.31318241357803345,0.578993558883667,0.1783689707517624,0.6272722482681274,0.05575236678123474,3.615201711654663,4.888795375823975,1.7335772514343262,3.142484426498413,1.908825397491455,3.135218620300293,4.000516891479492,5.893062591552734,4.386379241943359,9.12873649597168,0.9900000095367432,1.0,1.0,1.0,0.9900000095367432,0.2800000011920929,0.0,0.5899999737739563,0.2199999988079071,0.6899999976158142,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0
