,trainer/global_step,val_loss/add_in_dist,val_loss/add_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_acc/add_in_dist,val_acc/add_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit
0,3999,1.229110836982727,1.537039041519165,2.061871290206909,1.9572577476501465,0.029999999329447746,0,0,0
1,7999,0.38508111238479614,2.2943990230560303,3.1985673904418945,3.960975408554077,0.38999998569488525,0,0,0
2,11999,0.0715126171708107,2.308809757232666,2.6174230575561523,3.7081475257873535,0.7200000286102295,0,0,0
3,15999,0.02021663263440132,2.058056116104126,2.8234896659851074,4.046341896057129,0.9100000262260437,0,0,0
4,19999,0.008397161029279232,2.2522616386413574,3.0712413787841797,4.72091007232666,0.9100000262260437,0,0,0
5,23999,0.006286935415118933,2.662698984146118,2.9983761310577393,3.8106043338775635,0.9599999785423279,0,0,0
6,27999,0.004817459732294083,1.9170581102371216,3.126044273376465,4.365011692047119,0.9599999785423279,0,0,0
7,31999,0.004891878925263882,1.929903268814087,3.528003454208374,4.323594570159912,0.9800000190734863,0,0,0
8,35999,0.0009525232017040253,1.9408398866653442,3.6559481620788574,4.238775253295898,1.0,0,0,0
9,39999,0.0007378184818662703,1.407534122467041,3.7907955646514893,3.829710006713867,1.0,0,0,0
10,43999,0.0001945470430655405,2.0071120262145996,3.9164156913757324,5.9629082679748535,1.0,0,0,0
11,47999,0.0008183200843632221,2.3109772205352783,3.8625338077545166,5.32103157043457,1.0,0,0,0
