,trainer/global_step,val_loss/add_in_dist,val_loss/add_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_acc/add_in_dist,val_acc/add_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit
0,1013,2.873638391494751,3.0971992015838623,3.157914400100708,3.2429146766662598,0.0,0,0,0
1,2027,1.673335313796997,2.059511423110962,2.2522382736206055,2.2986092567443848,0.0,0,0,0
2,3041,1.7522753477096558,1.9672077894210815,2.1272926330566406,2.356724977493286,0.009999999776482582,0,0,0
3,4055,1.28242826461792,1.6544466018676758,1.8220791816711426,1.8854058980941772,0.009999999776482582,0,0,0
4,5069,2.2863168716430664,2.506707191467285,2.639709234237671,2.6893296241760254,0.0,0,0,0
5,6084,2.0772793292999268,2.1794145107269287,2.257514476776123,2.2765862941741943,0.0,0,0,0
6,7098,1.8116971254348755,2.008394241333008,2.0998969078063965,2.1547863483428955,0.0,0,0,0
7,8112,1.7956109046936035,2.020730495452881,2.082089900970459,2.109844923019409,0.0,0,0,0
8,9126,1.6637561321258545,1.9344881772994995,2.06864857673645,2.1045658588409424,0.0,0,0,0
9,10140,1.6549588441848755,1.9122508764266968,1.983404278755188,2.0192477703094482,0.0,0,0,0
10,11154,1.613377332687378,1.8637875318527222,1.9970859289169312,2.044848680496216,0.0,0,0,0
11,12168,1.5614004135131836,1.7950245141983032,1.9067950248718262,1.9358534812927246,0.0,0,0,0
12,13182,1.6083110570907593,1.8056219816207886,1.9028887748718262,1.9352478981018066,0.0,0,0,0
13,14196,1.4830228090286255,1.7857435941696167,1.8847004175186157,1.9455244541168213,0.0,0,0,0
14,15210,1.5418912172317505,1.7690452337265015,1.8774441480636597,1.905808925628662,0.0,0,0,0
15,16224,1.4869962930679321,1.7605061531066895,1.8610438108444214,1.9095776081085205,0.0,0,0,0
16,17238,1.4616743326187134,1.7704386711120605,1.8523619174957275,1.9068076610565186,0.0,0,0,0
17,18253,1.4952255487442017,1.7632735967636108,1.864978313446045,1.901459813117981,0.0,0,0,0
18,19267,1.4937111139297485,1.744322657585144,1.8579503297805786,1.899079442024231,0.0,0,0,0
19,20281,1.465438961982727,1.7331651449203491,1.8317539691925049,1.8928184509277344,0.009999999776482582,0,0,0
20,21295,1.4919184446334839,1.7427705526351929,1.8341020345687866,1.8888643980026245,0.0,0,0,0
21,22309,1.5154205560684204,1.742573857307434,1.841764211654663,1.8963104486465454,0.0,0,0,0
22,23323,1.4439942836761475,1.7054020166397095,1.8273333311080933,1.8741073608398438,0.0,0,0,0
23,24337,1.4107056856155396,1.6947004795074463,1.8042429685592651,1.8524671792984009,0.0,0,0,0
24,25351,1.379140019416809,1.693709373474121,1.8081965446472168,1.878327488899231,0.0,0,0,0
25,26365,1.314674735069275,1.7071233987808228,1.8128025531768799,1.8991044759750366,0.0,0,0,0
26,27379,1.3186906576156616,1.6741427183151245,1.7937746047973633,1.8691375255584717,0.009999999776482582,0,0,0
27,28393,1.3933085203170776,1.6963123083114624,1.8178682327270508,1.9018572568893433,0.009999999776482582,0,0,0
28,29407,1.3474092483520508,1.7316745519638062,1.8324192762374878,1.9337608814239502,0.029999999329447746,0,0,0
29,30422,1.452845573425293,1.866744041442871,1.9733189344406128,2.102612018585205,0.009999999776482582,0,0,0
30,31436,1.5444451570510864,1.9750862121582031,2.122417449951172,2.246429204940796,0.019999999552965164,0,0,0
31,32450,1.6998000144958496,2.130659580230713,2.3234119415283203,2.4192025661468506,0.009999999776482582,0,0,0
32,33464,1.8676047325134277,2.3848557472229004,2.5515341758728027,2.6301608085632324,0.019999999552965164,0,0,0
33,34478,2.1013522148132324,2.8174195289611816,3.107401132583618,3.214827060699463,0.0,0,0,0
34,35492,2.542987108230591,3.135594367980957,3.568267583847046,3.570646286010742,0.009999999776482582,0,0,0
35,36506,2.8164169788360596,3.639235019683838,3.999141216278076,4.128421783447266,0.009999999776482582,0,0,0
36,37520,3.4017999172210693,4.147578239440918,4.617691516876221,4.773170471191406,0.009999999776482582,0,0,0
37,38534,3.6803200244903564,4.443711757659912,4.896488666534424,5.131457328796387,0.009999999776482582,0,0,0
38,39548,3.7076034545898438,4.675200939178467,5.290988922119141,5.411025524139404,0.009999999776482582,0,0,0
39,40562,4.302490711212158,5.338587760925293,5.9797444343566895,6.238632678985596,0.0,0,0,0
40,41576,4.185027122497559,5.537585258483887,6.0976176261901855,6.455235004425049,0.0,0,0,0
41,42591,4.2472825050354,5.6586198806762695,6.320137977600098,6.566983699798584,0.019999999552965164,0,0,0
42,43605,4.523744106292725,5.695158004760742,6.33365535736084,6.7084479331970215,0.009999999776482582,0,0,0
43,44619,4.848360061645508,5.836366176605225,6.474157333374023,6.802320957183838,0.009999999776482582,0,0,0
44,45633,4.802088737487793,6.01939582824707,6.61357307434082,7.047652721405029,0.0,0,0,0
45,46647,5.0259175300598145,6.473697662353516,7.115655422210693,7.550259590148926,0.0,0,0,0
46,47661,4.938648700714111,6.446445941925049,7.0798420906066895,7.452824592590332,0.0,0,0,0
47,48675,4.880542278289795,6.231209754943848,6.7955641746521,7.261465549468994,0.019999999552965164,0,0,0
48,49689,5.360571384429932,6.682397365570068,7.307631015777588,7.757415294647217,0.0,0,0,0
