,trainer/global_step,val_loss/add_in_dist,val_loss/add_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_acc/add_in_dist,val_acc/add_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit
0,1020,2.6456310749053955,2.774980068206787,2.9432601928710938,2.970179557800293,0.0,0.0,0,0
1,2041,3.0699069499969482,3.908547878265381,3.535263776779175,3.7650222778320312,0.0,0.0,0,0
2,3063,1.7311046123504639,1.9646486043930054,2.1030101776123047,2.4461872577667236,0.0,0.0,0,0
3,4084,1.5041568279266357,1.9343922138214111,2.078204870223999,2.634394645690918,0.019999999552965164,0.0,0,0
4,5105,0.6365597248077393,1.311129093170166,2.060631513595581,3.8112480640411377,0.25,0.0,0,0
5,6127,0.1994788944721222,0.4575529396533966,1.2345951795578003,2.544771909713745,0.6299999952316284,0.1599999964237213,0,0
6,7148,0.16392995417118073,0.3859650790691376,1.865114688873291,5.462038516998291,0.7400000095367432,0.4000000059604645,0,0
7,8169,0.2437908798456192,0.8374244570732117,3.714207172393799,7.119035720825195,0.75,0.18000000715255737,0,0
8,9191,0.1792932152748108,0.4922911822795868,4.2456746101379395,8.46020221710205,0.7900000214576721,0.3400000035762787,0,0
9,10212,0.19094577431678772,1.3248813152313232,4.226639747619629,8.855674743652344,0.7799999713897705,0.12999999523162842,0,0
10,11233,0.12082835286855698,1.758185625076294,5.301151752471924,8.954257011413574,0.8399999737739563,0.11999999731779099,0,0
11,12254,0.15514396131038666,2.272808313369751,6.464298725128174,10.637429237365723,0.800000011920929,0.05999999865889549,0,0
12,13275,0.1799297332763672,0.9024428725242615,4.508330821990967,10.361583709716797,0.800000011920929,0.28999999165534973,0,0
13,14297,0.13010306656360626,1.3656904697418213,4.606482028961182,10.312922477722168,0.8399999737739563,0.1599999964237213,0,0
14,15318,0.16956102848052979,3.604102849960327,6.974730014801025,12.974405288696289,0.8600000143051147,0.009999999776482582,0,0
15,16339,0.08898782730102539,4.6720380783081055,7.397934436798096,12.777637481689453,0.8500000238418579,0.0,0,0
16,17361,0.12829270958900452,5.106945991516113,5.2982306480407715,10.22562313079834,0.7799999713897705,0.0,0,0
17,18382,0.07057466357946396,2.576641321182251,4.467074871063232,8.813265800476074,0.8600000143051147,0.03999999910593033,0,0
18,19404,0.11462824046611786,2.8324501514434814,5.025161266326904,9.685596466064453,0.8399999737739563,0.05000000074505806,0,0
19,20425,0.08232606202363968,3.4494073390960693,5.1517863273620605,10.492326736450195,0.9100000262260437,0.009999999776482582,0,0
20,21446,0.1666448712348938,4.281540393829346,6.192469596862793,11.252893447875977,0.8700000047683716,0.029999999329447746,0,0
21,22467,0.1917327493429184,6.826295375823975,7.756356239318848,13.803317070007324,0.800000011920929,0.0,0,0
22,23488,0.14662303030490875,3.4950244426727295,4.920672416687012,10.395587921142578,0.8199999928474426,0.0,0,0
23,24509,0.1085142195224762,3.7022619247436523,4.658934116363525,10.10972785949707,0.8500000238418579,0.0,0,0
24,25531,0.16555459797382355,3.204780340194702,5.016166687011719,9.708932876586914,0.8600000143051147,0.019999999552965164,0,0
25,26552,0.07613187283277512,3.3308398723602295,4.965047359466553,9.797806739807129,0.8799999952316284,0.05000000074505806,0,0
26,27573,0.1327161341905594,3.7513797283172607,6.222476005554199,10.82495403289795,0.8600000143051147,0.019999999552965164,0,0
27,28595,0.07610056549310684,3.7983670234680176,6.033547401428223,11.02672004699707,0.9100000262260437,0.029999999329447746,0,0
28,29616,0.11336040496826172,6.1802825927734375,5.998315334320068,9.966480255126953,0.8999999761581421,0.0,0,0
29,30638,0.028922254219651222,5.912775993347168,5.583924770355225,9.886252403259277,0.949999988079071,0.0,0,0
30,31659,0.12844495475292206,5.608925819396973,6.3025970458984375,11.31954574584961,0.8799999952316284,0.0,0,0
