,trainer/global_step,val_loss/add_in_dist,val_loss/ali_in_dist,val_loss/car_in_dist,val_loss/mad_in_dist,val_loss/rev_in_dist,val_loss/add_ood_8digit,val_loss/ali_ood_8digit,val_loss/car_ood_8digit,val_loss/mad_ood_8digit,val_loss/rev_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_loss/ali_ood_10digit,val_loss/ali_ood_11digit,val_loss/car_ood_10digit,val_loss/car_ood_11digit,val_loss/mad_ood_10digit,val_loss/mad_ood_11digit,val_loss/rev_ood_10digit,val_loss/rev_ood_11digit,val_acc/add_in_dist,val_acc/ali_in_dist,val_acc/car_in_dist,val_acc/mad_in_dist,val_acc/rev_in_dist,val_acc/add_ood_8digit,val_acc/ali_ood_8digit,val_acc/car_ood_8digit,val_acc/mad_ood_8digit,val_acc/rev_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit,val_acc/ali_ood_10digit,val_acc/ali_ood_11digit,val_acc/car_ood_10digit,val_acc/car_ood_11digit,val_acc/mad_ood_10digit,val_acc/mad_ood_11digit,val_acc/rev_ood_10digit,val_acc/rev_ood_11digit
0,3999,1.8280812501907349,0.008878950029611588,0.2357272356748581,1.9607157707214355,0.0007783527835272253,2.007815361022949,0.011133763007819653,0.35389164090156555,2.0841851234436035,0.001395139959640801,2.0813567638397217,2.1237599849700928,0.09514772146940231,0.1263302117586136,0.43373730778694153,0.4702708125114441,2.1578094959259033,2.192923069000244,0.01042835135012865,0.18565653264522552,0.0,0.8899999856948853,0.3400000035762787,0.0,0.9900000095367432,0.0,0.8299999833106995,0.029999999329447746,0.0,0.9900000095367432,0.0,0,0.05999999865889549,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.0,0.0,0.8100000023841858,0.03999999910593033
1,7999,1.6338200569152832,0.0033984899055212736,0.07147464156150818,1.6796056032180786,0.0002172895474359393,1.7966563701629639,6.48491841275245e-05,0.13346055150032043,1.9017888307571411,0.0004563329857774079,1.9043176174163818,1.9461218118667603,0.0002158161805709824,0.005385180935263634,0.1964298039674759,0.2507244944572449,1.9851176738739014,2.012524127960205,0.0020241206511855125,0.027866974472999573,0.009999999776482582,0.9599999785423279,0.6399999856948853,0.0,1.0,0.0,0.9900000095367432,0.41999998688697815,0.0,1.0,0.0,0,1.0,0.8500000238418579,0.20000000298023224,0.07000000029802322,0.0,0.0,0.9800000190734863,0.5899999737739563
2,11999,0.29258811473846436,7.811589966877364e-06,0.0027571036480367184,0.0021613396238535643,0.0027058240957558155,0.425237774848938,3.120845212833956e-05,0.007654375396668911,0.0036956993862986565,0.005148559808731079,0.5840964317321777,0.8081986904144287,8.608185453340411e-05,0.014071757905185223,0.030049171298742294,0.09902245551347733,0.08751586824655533,0.44601619243621826,0.007329873275011778,0.15222927927970886,0.1899999976158142,1.0,0.9700000286102295,0.9900000095367432,0.9599999785423279,0.07999999821186066,1.0,0.8899999856948853,0.9800000190734863,0.9300000071525574,0.0,0,1.0,0.6200000047683716,0.699999988079071,0.3799999952316284,0.4399999976158142,0.019999999552965164,0.8600000143051147,0.15000000596046448
3,15999,0.05558363348245621,9.97868937702151e-06,0.0004024655790999532,0.00015700770018156618,6.414380186470225e-05,0.0549386702477932,6.910911179147661e-05,0.0008620422449894249,0.0002513886138331145,0.0001326196506852284,0.1920720934867859,1.0692721605300903,3.06206384266261e-05,0.21322427690029144,0.0029514983762055635,0.17250120639801025,0.030707331374287605,1.0258049964904785,0.0026935713831335306,0.4493164122104645,0.7300000190734863,1.0,0.9900000095367432,1.0,1.0,0.699999988079071,0.9900000095367432,0.9800000190734863,1.0,1.0,0.23999999463558197,0,1.0,0.0,0.9599999785423279,0.3400000035762787,0.8299999833106995,0.0,0.9300000071525574,0.009999999776482582
4,19999,0.0344102680683136,1.0953403943858575e-05,0.00015222851652652025,9.706230775918812e-05,2.1017540348111652e-05,0.040746744722127914,4.535295011010021e-05,0.00033269033883698285,0.00017752278654370457,3.545452273101546e-05,0.1335180252790451,1.1247748136520386,4.0289232856594026e-05,0.6206556558609009,0.007978668436408043,0.377412348985672,0.03375943750143051,1.1097779273986816,0.0003206767141819,0.4759770631790161,0.8600000143051147,1.0,1.0,0.9900000095367432,1.0,0.7200000286102295,1.0,1.0,1.0,1.0,0.36000001430511475,0,1.0,0.0,0.8999999761581421,0.10999999940395355,0.7699999809265137,0.0,1.0,0.019999999552965164
5,23999,0.024473879486322403,0.00011820696090580896,6.0898164520040154e-05,7.14343914296478e-05,2.283921276102774e-05,0.03754844889044762,2.925338048953563e-05,0.00014403842214960605,9.167338430415839e-05,6.388256588252261e-05,1.1045275926589966,1.9198225736618042,7.280764839379117e-05,0.7396739721298218,0.145017609000206,0.7579650282859802,0.9083358645439148,1.929060459136963,0.0023282275069504976,1.0809112787246704,0.9100000262260437,0.9900000095367432,1.0,1.0,1.0,0.7699999809265137,1.0,1.0,1.0,1.0,0.0,0,1.0,0.0,0.3700000047683716,0.10000000149011612,0.0,0.0,0.949999988079071,0.0
6,27999,0.028260603547096252,3.646819777713972e-06,8.357239858014509e-05,4.8787904233904555e-05,0.000574808509554714,0.03619622811675072,8.4824969235342e-06,0.00014593038940802217,7.63217976782471e-05,0.0002862031979020685,1.3299206495285034,1.8789128065109253,0.004293153062462807,1.50225830078125,0.9823355674743652,1.0677200555801392,1.5467779636383057,2.0755650997161865,0.053128208965063095,1.8553866147994995,0.8600000143051147,1.0,1.0,1.0,0.9900000095367432,0.7599999904632568,1.0,1.0,1.0,0.9800000190734863,0.0,0,0.8700000047683716,0.0,0.09000000357627869,0.0,0.0,0.0,0.6100000143051147,0.0
7,31999,0.027267372235655785,1.4762113096367102e-06,4.461171920411289e-05,2.2859561795485206e-05,1.256098403246142e-05,0.03179406747221947,4.503836862568278e-06,8.574646199122071e-05,4.7636262024752796e-05,3.682589522213675e-05,1.1698594093322754,1.871171236038208,6.820911221439019e-05,1.0608325004577637,0.37065625190734863,0.8798978328704834,1.281295657157898,2.016866683959961,0.0006900971638970077,0.7715195417404175,0.8600000143051147,1.0,1.0,1.0,1.0,0.8199999928474426,1.0,1.0,1.0,1.0,0.0,0,1.0,0.0,0.15000000596046448,0.05999999865889549,0.0,0.0,0.9800000190734863,0.0
8,35999,0.02153540588915348,1.5983783896444947e-06,1.7888254660647362e-05,1.4571626707038376e-05,1.1344564882165287e-05,0.02521599270403385,4.2373726500954945e-06,4.5147444325266406e-05,3.1894640414975584e-05,2.2147829440655187e-05,1.0738701820373535,1.8909173011779785,3.602614378905855e-05,0.8932145833969116,0.24257156252861023,0.8883117437362671,0.9859204888343811,1.9493489265441895,0.0001878288749139756,1.4095326662063599,0.8500000238418579,1.0,1.0,1.0,1.0,0.8500000238418579,1.0,1.0,1.0,1.0,0.0,0,1.0,0.0,0.25,0.10999999940395355,0.009999999776482582,0.0,1.0,0.0
9,39999,0.027494261041283607,1.1418003396101994e-06,1.5073432223289274e-05,1.0103437489306089e-05,8.892655387171544e-06,0.024481311440467834,2.3629297629668145e-06,3.4596949262777343e-05,2.626305285957642e-05,1.765440720191691e-05,1.971577763557434,3.065335273742676,0.026400666683912277,1.5382437705993652,1.0833405256271362,1.5521358251571655,2.136298894882202,3.2881460189819336,0.0010244298027828336,2.721848964691162,0.8399999737739563,1.0,1.0,1.0,1.0,0.8899999856948853,1.0,1.0,1.0,1.0,0.0,0,0.46000000834465027,0.0,0.10999999940395355,0.0,0.0,0.0,0.9700000286102295,0.0
