,trainer/global_step,val_loss/add_in_dist,val_loss/add_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_acc/add_in_dist,val_acc/add_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit
0,3999,1.2761235237121582,1.536230444908142,1.7570397853851318,1.9817968606948853,0.009999999776482582,0.0,0,0
1,7999,1.0015264749526978,1.3930227756500244,1.597719430923462,1.663327932357788,0.029999999329447746,0.0,0,0
2,11999,0.7723791599273682,1.206737995147705,1.4085438251495361,1.546836495399475,0.14000000059604645,0.0,0,0
3,15999,0.6361629366874695,1.0608091354370117,1.2913230657577515,1.424001932144165,0.2800000011920929,0.0,0,0
4,19999,0.5187457799911499,0.964918851852417,1.2192776203155518,1.3246850967407227,0.3499999940395355,0.0,0,0
5,23999,0.47499561309814453,0.9119527339935303,1.1713697910308838,1.3294508457183838,0.3199999928474426,0.0,0,0
6,27999,0.2860117256641388,0.6674723625183105,0.9666653275489807,1.0863109827041626,0.4399999976158142,0.0,0,0
7,31999,0.15207257866859436,0.5177456736564636,0.8521935939788818,1.6081032752990723,0.699999988079071,0.009999999776482582,0,0
8,35999,0.06512022018432617,0.35597965121269226,0.9828365445137024,1.7001752853393555,0.8600000143051147,0.10000000149011612,0,0
9,39999,0.006323041394352913,0.10511550307273865,1.7658028602600098,2.7986910343170166,0.9700000286102295,0.5799999833106995,0,0
10,43999,0.00025810045190155506,0.0842122733592987,3.376008987426758,5.2684712409973145,0.9900000095367432,0.699999988079071,0,0
11,47999,0.00022009463282302022,0.182792067527771,3.38285493850708,4.393538475036621,1.0,0.38999998569488525,0,0
