,name,task,n_embd,train_size,seed,trainer/global_step,val_loss/add_in_dist,val_loss/ali_in_dist,val_loss/car_in_dist,val_loss/mad_in_dist,val_loss/rev_in_dist,val_loss/add_ood_8digit,val_loss/ali_ood_8digit,val_loss/car_ood_8digit,val_loss/mad_ood_8digit,val_loss/rev_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_loss/ali_ood_10digit,val_loss/ali_ood_11digit,val_loss/car_ood_10digit,val_loss/car_ood_11digit,val_loss/mad_ood_10digit,val_loss/mad_ood_11digit,val_loss/rev_ood_10digit,val_loss/rev_ood_11digit,val_acc/add_in_dist,val_acc/ali_in_dist,val_acc/car_in_dist,val_acc/mad_in_dist,val_acc/rev_in_dist,val_acc/add_ood_8digit,val_acc/ali_ood_8digit,val_acc/car_ood_8digit,val_acc/mad_ood_8digit,val_acc/rev_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit,val_acc/ali_ood_10digit,val_acc/ali_ood_11digit,val_acc/car_ood_10digit,val_acc/car_ood_11digit,val_acc/mad_ood_10digit,val_acc/mad_ood_11digit,val_acc/rev_ood_10digit,val_acc/rev_ood_11digit
129,tdec_320embd_add_10000000_s1,add,320,10000000,1,31999,0.0001569824089528,,,,,0.0123392436653375,,,,,3.5161097049713135,4.1837944984436035,,,,,,,,,1.0,,,,,0.9399999976158142,,,,,0.0,0.0,,,,,,,,
130,tdec_1408embd_mix_1000000_s1,mix,1408,1000000,1,32002,3.4474503536330303e-06,4.9108706434708444e-08,2.2954149869747203e-07,1.7847081608124429e-06,6.687391760351602e-07,0.6098688244819641,0.4904246032238006,0.2808130979537964,0.1406387388706207,0.0691405236721038,5.3340301513671875,7.534492015838623,1.973253607749939,3.488484144210815,2.999434471130371,5.168616771697998,4.47830057144165,7.0276994705200195,2.912644386291504,12.268014907836914,1.0,1.0,1.0,1.0,1.0,0.1299999952316284,0.0,0.6000000238418579,0.6499999761581421,0.7900000214576721,0.0,0.0,0.0,0.0,0.0099999997764825,0.0,0.0,0.0,0.0,0.0
131,tdec_832embd_add_1000000_s1,add,832,1000000,1,31999,0.0048918789252638,,,,,1.929903268814087,,,,,3.528003454208374,4.323594570159912,,,,,,,,,0.9800000190734864,,,,,0.0,,,,,0.0,0.0,,,,,,,,
132,tdec_448embd_add_10000000_s1,add,448,10000000,1,31999,0.0002236565196653,,,,,0.8409838676452637,,,,,2.7139687538146973,4.350048065185547,,,,,,,,,1.0,,,,,0.050000000745058,,,,,0.0,0.0,,,,,,,,
133,tdec_192embd_add_10000000_s1,add,192,10000000,1,31999,0.2665194869041443,,,,,0.6936895847320557,,,,,1.0538034439086914,1.4569522142410278,,,,,,,,,0.4900000095367431,,,,,0.0,,,,,0.0,0.0,,,,,,,,
134,tdec_1216embd_add_10000000_s1,add,1216,10000000,1,32000,0.0031885982025414,,,,,1.344180941581726,,,,,4.540279865264893,5.989398002624512,,,,,,,,,0.9800000190734864,,,,,0.0399999991059303,,,,,0.0,0.0,,,,,,,,
135,tdec_320embd_mix_1000000_s1,mix,320,1000000,1,31999,1.62332653417252e-05,1.4413666704626849e-08,1.4406654713639e-07,9.256349358111038e-07,9.232616093868272e-07,0.0897836312651634,0.0007557328790426,0.0010917331092059,0.0015815896913409,4.24068957727286e-06,2.386425256729126,3.4131338596343994,1.744513750076294,2.896791934967041,1.5694764852523804,2.5405898094177246,2.2930266857147217,3.453784465789795,2.089205741882324,9.23196506500244,1.0,1.0,1.0,1.0,1.0,0.6299999952316284,0.9800000190734864,1.0,0.9700000286102296,1.0,0.0,0.0,0.0,0.0,0.1700000017881393,0.0,0.0,0.0,0.0,0.0
136,tdec_192embd_mix_1000000_s1,mix,192,1000000,1,31999,0.0025672537740319,1.9673228734973239e-07,1.878729335658136e-06,3.375282631168375e-06,5.824174877488986e-06,0.0014849697472527,1.4092223636907877e-06,3.087053528361139e-06,7.0369901550293434e-06,4.116060517844744e-05,1.40510356426239,2.898862838745117,1.358871340751648,3.245613813400269,0.9893970489501952,2.2231483459472656,1.7010616064071655,3.273552894592285,0.0004372614494059,2.4678163528442383,0.9900000095367432,1.0,1.0,1.0,1.0,0.9800000190734864,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1500000059604644,0.0,0.0,0.0,0.9800000190734864,0.0
137,tdec_640embd_mix_1000000_s1,mix,640,1000000,1,31999,2.096305433951784e-05,1.627154375682949e-07,7.37877428491629e-07,2.2589949821849582e-06,1.769548134689103e-07,0.4117669761180877,0.7122817039489746,0.109315738081932,0.4468351006507873,0.1931066662073135,3.3074893951416016,4.587364196777344,2.004800319671631,3.0188021659851074,1.8879836797714231,2.7470903396606445,3.2632551193237305,4.356097221374512,6.280643463134766,9.84685516357422,1.0,1.0,1.0,1.0,1.0,0.1500000059604644,0.0,0.6499999761581421,0.2000000029802322,0.5099999904632568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,tdec_192embd_add_1000000_s1,add,192,1000000,1,31999,0.1607566028833389,,,,,0.4600253403186798,,,,,0.8996391892433167,1.4501407146453855,,,,,,,,,0.6800000071525574,,,,,0.0,,,,,0.0,0.0,,,,,,,,
