,name,task,n_embd,train_size,seed,trainer/global_step,val_loss/add_in_dist,val_loss/ali_in_dist,val_loss/car_in_dist,val_loss/mad_in_dist,val_loss/rev_in_dist,val_loss/add_ood_8digit,val_loss/ali_ood_8digit,val_loss/car_ood_8digit,val_loss/mad_ood_8digit,val_loss/rev_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_loss/ali_ood_10digit,val_loss/ali_ood_11digit,val_loss/car_ood_10digit,val_loss/car_ood_11digit,val_loss/mad_ood_10digit,val_loss/mad_ood_11digit,val_loss/rev_ood_10digit,val_loss/rev_ood_11digit,val_acc/add_in_dist,val_acc/ali_in_dist,val_acc/car_in_dist,val_acc/mad_in_dist,val_acc/rev_in_dist,val_acc/add_ood_8digit,val_acc/ali_ood_8digit,val_acc/car_ood_8digit,val_acc/mad_ood_8digit,val_acc/rev_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit,val_acc/ali_ood_10digit,val_acc/ali_ood_11digit,val_acc/car_ood_10digit,val_acc/car_ood_11digit,val_acc/mad_ood_10digit,val_acc/mad_ood_11digit,val_acc/rev_ood_10digit,val_acc/rev_ood_11digit
tdec_64embd_mix_10000_s3,tdec_64embd_mix_10000_s3,mix,64,10000,3,31999,1.5782103538513184,5.4070656005933415e-06,0.0035694607067853212,1.9274619817733765,5.5583659559488297e-05,1.7893470525741577,1.3902138562116306e-05,0.008570278063416481,2.0522518157958984,0.00012564238568302244,1.888533115386963,1.940568447113037,4.3574051233008504e-05,0.002762711374089122,0.03656831383705139,0.0884988084435463,2.101235866546631,2.1115753650665283,0.0003771604970097542,0.04915847256779671,0,1.0,0.9599999785423279,0,1.0,0,1.0,0.9200000166893005,0,1.0,0,0,1.0,0.9100000262260437,0.7200000286102295,0.4300000071525574,0,0,1.0,0.46000000834465027
tdec_576embd_add_100000_s1,tdec_576embd_add_100000_s1,add,576,100000,1,31999,0.002093136077746749,,,,,0.08692221343517303,,,,,3.1417930126190186,4.364614963531494,,,,,,,,,1.0,,,,,0.6499999761581421,,,,,0.0,0,,,,,,,,
tdec_896embd_add_100000_s1,tdec_896embd_add_100000_s1,add,896,100000,1,23999,2.507777690887451,,,,,2.4470643997192383,,,,,2.399336814880371,2.4040563106536865,,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,
tdec_256embd_add_10000_s3,tdec_256embd_add_10000_s3,add,256,10000,3,31999,3.3614351749420166,,,,,6.304434299468994,,,,,7.836116313934326,9.920188903808594,,,,,,,,,0.1899999976158142,,,,,0,,,,,0,0,,,,,,,,
tdec_64embd_add_10000_s3,tdec_64embd_add_10000_s3,add,64,10000,3,31999,0.7949223518371582,,,,,1.2606252431869507,,,,,1.4331376552581787,1.5277493000030518,,,,,,,,,0.1599999964237213,,,,,0,,,,,0,0,,,,,,,,
tdec_1344embd_add_100000_s1,tdec_1344embd_add_100000_s1,add,1344,100000,1,30042,7.534560495514597e-07,,,,,0.4159398674964905,,,,,6.225005626678467,8.92232894897461,,,,,,,,,1.0,,,,,0.44999998807907104,,,,,0,0,,,,,,,,
tdec_1472embd_add_1000000_s1,tdec_1472embd_add_1000000_s1,add,1472,1000000,1,31003,3.9931572359819256e-07,,,,,0.1304013729095459,,,,,5.480438709259033,7.74069881439209,,,,,,,,,1.0,,,,,0.5699999928474426,,,,,0.0,0,,,,,,,,
tdec_704embd_add_10000000_s1,tdec_704embd_add_10000000_s1,add,704,10000000,1,31999,1.7085740182665177e-05,,,,,0.06990161538124084,,,,,5.022859573364258,8.036101341247559,,,,,,,,,1.0,,,,,0.7200000286102295,,,,,0,0,,,,,,,,
tdec_576embd_mix_10000_s1,tdec_576embd_mix_10000_s1,mix,576,10000,1,31999,0.2821658253669739,1.036901764450704e-08,8.666431199344515e-07,0.002303321612998843,2.7526473331818124e-06,2.705535650253296,0.20519617199897766,1.4818649291992188,2.248872995376587,0.2583187222480774,4.899838447570801,6.4588117599487305,1.7130645513534546,2.8909740447998047,2.7984249591827393,4.52819299697876,4.97004508972168,6.819677829742432,1.3770740032196045,9.218944549560547,0.7599999904632568,1.0,1.0,0.9900000095367432,1.0,0.0,0.09000000357627869,0.10999999940395355,0.0,0.6399999856948853,0,0,0,0,0.009999999776482582,0,0.0,0,0.019999999552965164,0
tdec_256embd_mix_10000000_s2,tdec_256embd_mix_10000000_s2,mix,256,10000000,2,31999,1.2102768778277095e-05,9.193066752288814e-09,2.990022096582834e-07,1.740018831242196e-07,1.5642735888832249e-06,0.00021477830887306482,6.876877023387351e-08,5.815398367303715e-07,9.336687867289584e-07,2.4017313080548774e-06,1.8627982139587402,3.299891948699951,0.8537493348121643,1.5182942152023315,1.2102689743041992,2.433809757232666,1.8391081094741821,3.7917330265045166,0.06127601116895676,5.301141262054443,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0.18000000715255737,0.0,0,0,0.5400000214576721,0.0
tdec_576embd_add_10000_s1,tdec_576embd_add_10000_s1,add,576,10000,1,31999,0.751966655254364,,,,,1.772594928741455,,,,,4.105101108551025,5.689621448516846,,,,,,,,,0.6600000262260437,,,,,0.05999999865889549,,,,,0,0,,,,,,,,
tdec_256embd_add_10000000_s2,tdec_256embd_add_10000000_s2,add,256,10000000,2,31999,0.14126139879226685,,,,,0.4787842631340027,,,,,0.8582656979560852,1.409104347229004,,,,,,,,,0.6800000071525574,,,,,0.019999999552965164,,,,,0,0,,,,,,,,
tdec_1280embd_mix_10000000_s1,tdec_1280embd_mix_10000000_s1,mix,1280,10000000,1,31999,3.1363256312033627e-06,6.63100641062897e-09,1.3648077334948994e-08,5.209940923123213e-07,2.6435461109031166e-07,1.2043403387069702,0.4717601537704468,0.7592135667800903,0.6812145113945007,0.2880557179450989,5.707943916320801,8.169791221618652,1.6530556678771973,3.3174872398376465,2.909431219100952,4.470067501068115,5.77231502532959,8.033088684082031,5.2578654289245605,8.683246612548828,1.0,1.0,1.0,1.0,1.0,0.07000000029802322,0.009999999776482582,0.20000000298023224,0.15000000596046448,0.3100000023841858,0,0,0,0,0.0,0.0,0,0,0.0,0
tdec_1472embd_mix_100000_s1,tdec_1472embd_mix_100000_s1,mix,1472,100000,1,31021,1.0167458412979613e-06,0.0,0.0,1.720019571216369e-09,9.621648899837965e-08,0.06176390126347542,0.2657760977745056,0.05888371914625168,0.006832024548202753,0.00024642772041261196,8.868858337402344,13.582345008850098,4.216691970825195,7.8961405754089355,6.138864040374756,9.604076385498047,8.797857284545898,12.717650413513184,0.6974391341209412,13.795781135559082,1.0,1.0,1.0,1.0,1.0,0.7900000214576721,0.23999999463558197,0.8500000238418579,0.9800000190734863,1.0,0,0,0,0,0.0,0.0,0,0,0.3100000023841858,0.0
tdec_704embd_mix_1000000_s1,tdec_704embd_mix_1000000_s1,mix,704,1000000,1,31999,6.291120939749817e-07,8.978063625875166e-09,3.219999911152627e-08,4.909090307592123e-07,7.9228492211314e-08,0.4045403003692627,1.6592384576797485,0.14283663034439087,0.3815988600254059,0.28546082973480225,3.089585304260254,3.9820258617401123,1.4508379697799683,2.764801263809204,1.808660864830017,2.9535579681396484,3.2145862579345703,4.1768574714660645,8.282634735107422,12.035839080810547,1.0,1.0,1.0,1.0,1.0,0.12999999523162842,0.0,0.5400000214576721,0.3199999928474426,0.3100000023841858,0,0,0,0,0.029999999329447746,0,0,0,0.0,0
tdec_256embd_mix_1000000_s2,tdec_256embd_mix_1000000_s2,mix,256,1000000,2,31999,6.727667823724914e-06,2.113408292814256e-08,1.9027380915304093e-07,2.9484883157238073e-07,8.181123689610104e-07,0.00014895177446305752,4.795102768184734e-07,6.641848244726134e-07,3.984458089689724e-06,1.4136695654087816e-06,2.371103286743164,3.951908826828003,1.475899338722229,2.8651158809661865,1.702904224395752,2.9746663570404053,2.540658712387085,4.404021739959717,0.004333296790719032,4.435284614562988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0.20000000298023224,0.0,0,0,0.9900000095367432,0
tdec_64embd_mix_10000000_s2,tdec_64embd_mix_10000000_s2,mix,64,10000000,2,31999,1.6706141233444214,3.6751769130205503e-06,0.005598629824817181,1.8871798515319824,5.99427949055098e-05,1.858640432357788,9.694270374893676e-06,0.009924795478582382,2.020692825317383,9.27871951716952e-05,1.94502854347229,1.9854216575622559,4.768882354255766e-05,0.06958359479904175,0.03391386941075325,0.07403192669153214,2.0833709239959717,2.0998189449310303,0.0003122397174593061,0.4362873435020447,0,1.0,0.9300000071525574,0,0.9900000095367432,0,1.0,0.9300000071525574,0,1.0,0,0,1.0,0.07000000029802322,0.75,0.4300000071525574,0,0,0.9800000190734863,0.019999999552965164
tdec_256embd_add_1000000_s2,tdec_256embd_add_1000000_s2,add,256,1000000,2,31999,0.16251933574676514,,,,,0.439917653799057,,,,,1.1093647480010986,1.6384433507919312,,,,,,,,,0.6200000047683716,,,,,0.0,,,,,0,0,,,,,,,,
tdec_64embd_add_10000000_s2,tdec_64embd_add_10000000_s2,add,64,10000000,2,31999,1.1538249254226685,,,,,1.4815683364868164,,,,,1.6219347715377808,1.691088080406189,,,,,,,,,0.009999999776482582,,,,,0,,,,,0,0,,,,,,,,
tdec_64embd_mix_1000000_s2,tdec_64embd_mix_1000000_s2,mix,64,1000000,2,31999,0.4625967741012573,1.4538723917212337e-05,0.006618807092308998,0.015172576531767845,0.00011110661580460146,0.6069365739822388,2.485075492586475e-05,0.01255418173968792,0.031524840742349625,0.0001588200539117679,0.739957869052887,0.8728929758071899,6.273839244386181e-05,0.0029111476615071297,0.02556075155735016,0.054142121225595474,0.10975075513124466,0.3067065179347992,0.0007436831365339458,0.3130066692829132,0.14000000059604645,1.0,0.9599999785423279,0.8799999952316284,1.0,0.009999999776482582,1.0,0.8500000238418579,0.7699999809265137,1.0,0,0,1.0,0.9200000166893005,0.7400000095367432,0.5799999833106995,0.33000001311302185,0.029999999329447746,0.9900000095367432,0.019999999552965164
tdec_256embd_mix_100000_s2,tdec_256embd_mix_100000_s2,mix,256,100000,2,31999,0.0004089713329449296,1.061932142221167e-08,1.1914168851490103e-07,5.234835143141936e-08,8.136699989336194e-07,6.529044185299426e-05,4.533675124207548e-08,2.988571452533506e-07,1.6424374393864127e-07,5.004957074561389e-06,2.577181100845337,3.8071341514587402,1.0021239519119263,2.288095474243164,1.7541865110397339,3.3286712169647217,2.6377439498901367,4.396440505981445,0.022900234907865524,4.786539077758789,0.9900000095367432,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0,0.0,0,0.20000000298023224,0.0,0.0,0,0.8399999737739563,0.0
tdec_64embd_add_1000000_s2,tdec_64embd_add_1000000_s2,add,64,1000000,2,31999,1.1769707202911377,,,,,1.4847179651260376,,,,,1.623404860496521,1.6957510709762573,,,,,,,,,0.0,,,,,0,,,,,0,0,,,,,,,,
tdec_1024embd_mix_10000000_s1,tdec_1024embd_mix_10000000_s1,mix,1024,10000000,1,27999,0.0002268488024128601,2.742966444202466e-06,7.012213814050483e-07,0.00011894090857822448,0.0006375231314450502,0.4531899392604828,0.7044587731361389,0.15203455090522766,0.2853162884712219,0.1887354999780655,4.527328968048096,5.903741836547852,2.585481643676758,4.86777925491333,2.3225698471069336,3.748969078063965,4.0677080154418945,5.208361625671387,4.082426071166992,9.883844375610352,1.0,1.0,1.0,1.0,1.0,0.12999999523162842,0.0,0.5400000214576721,0.25,0.5099999904632568,0,0,0,0,0.019999999552965164,0.0,0.0,0,0.0,0.0
tdec_256embd_add_100000_s2,tdec_256embd_add_100000_s2,add,256,100000,2,31999,0.30076560378074646,,,,,0.7688641548156738,,,,,1.0365417003631592,1.2405136823654175,,,,,,,,,0.44999998807907104,,,,,0,,,,,0,0,,,,,,,,
tdec_64embd_mix_100000_s2,tdec_64embd_mix_100000_s2,mix,64,100000,2,31999,0.4919501841068268,1.4954965990909841e-05,0.0014146693283692002,0.005530255381017923,7.345656194956973e-05,0.5758475661277771,2.519943518564105e-05,0.0027802970726042986,0.00895442720502615,0.00021678995108231902,0.7025187611579895,0.8348971605300903,6.272194877965376e-05,0.023084793239831924,0.01351017877459526,0.07038605958223343,0.05101453885436058,0.2047520875930786,0.0009346303413622081,0.052424971014261246,0.05000000074505806,1.0,0.9900000095367432,0.949999988079071,1.0,0.009999999776482582,1.0,0.9700000286102295,0.9100000262260437,1.0,0.0,0.0,1.0,0.3499999940395355,0.8500000238418579,0.5,0.5899999737739563,0.07999999821186066,0.9700000286102295,0.4399999976158142
tdec_64embd_add_100000_s2,tdec_64embd_add_100000_s2,add,64,100000,2,31999,1.0792335271835327,,,,,1.45505690574646,,,,,1.5985723733901978,1.6670870780944824,,,,,,,,,0.029999999329447746,,,,,0,,,,,0,0,,,,,,,,
tdec_512embd_mix_10000000_s1,tdec_512embd_mix_10000000_s1,mix,512,10000000,1,31999,5.44305112271104e-05,4.251882614880742e-07,5.7404563449381385e-06,5.2248879001126625e-06,9.269811926060356e-06,0.13260497152805328,0.3528638780117035,0.05389075353741646,0.06293182075023651,0.007603840436786413,2.9475221633911133,4.2806782722473145,1.8250616788864136,3.3147077560424805,1.969200849533081,3.52687406539917,3.101102828979492,4.802578449249268,1.3086657524108887,8.2337064743042,1.0,1,1.0,1.0,1.0,0.5799999833106995,0.009999999776482582,0.7900000214576721,0.7900000214576721,0.9700000286102295,0,0,0,0,0.0,0.0,0.0,0,0.0,0
tdec_1280embd_add_10000000_s1,tdec_1280embd_add_10000000_s1,add,1280,10000000,1,32000,0.0019185399869456887,,,,,1.0149418115615845,,,,,5.8002238273620605,10.119107246398926,,,,,,,,,0.9700000286102295,,,,,0.09000000357627869,,,,,0,0,,,,,,,,
tdec_256embd_mix_10000_s2,tdec_256embd_mix_10000_s2,mix,256,10000,2,31999,0.04051940143108368,6.891509229944859e-08,1.8514315343054477e-06,2.274352482345421e-06,0.000193670712178573,0.055422231554985046,7.562342148048629e-07,0.0001261375582544133,3.1663857953390107e-05,0.03610580042004585,2.4406778812408447,4.0481977462768555,1.2903116941452026,2.5740766525268555,1.2635462284088135,2.4013314247131348,2.283151626586914,4.404722213745117,0.4237378239631653,5.59909200668335,0.949999988079071,1,1.0,1.0,1.0,0.8399999737739563,1,1.0,1.0,0.8899999856948853,0.0,0,0.0,0,0.11999999731779099,0.0,0.0,0,0.05999999865889549,0.0
tdec_704embd_add_1000000_s1,tdec_704embd_add_1000000_s1,add,704,1000000,1,31999,0.05853188410401344,,,,,0.24277304112911224,,,,,1.7586030960083008,2.4527359008789062,,,,,,,,,0.8199999928474426,,,,,0.1599999964237213,,,,,0,0,,,,,,,,
tdec_1472embd_add_100000_s1,tdec_1472embd_add_100000_s1,add,1472,100000,1,31066,2.7582461825659266e-06,,,,,0.08676502108573914,,,,,5.016299247741699,8.728195190429688,,,,,,,,,1.0,,,,,0.7699999809265137,,,,,0.0,0,,,,,,,,
tdec_64embd_mix_10000_s2,tdec_64embd_mix_10000_s2,mix,64,10000,2,31999,0.06240417808294296,8.947694368544035e-06,0.0011494208592921495,0.0006168083054944873,0.00017736518930178136,0.07828837633132935,1.960662120836787e-05,0.0019359849393367767,0.001040504896081984,0.0002622698375489563,0.13636232912540436,0.30559515953063965,5.5556203733431175e-05,0.028716931119561195,0.0055006686598062515,0.07193922996520996,0.006044636480510235,0.08871518075466156,0.0019589851144701242,0.5259273648262024,0.6800000071525574,1.0,0.9800000190734863,0.9900000095367432,0.9800000190734863,0.5699999928474426,1.0,1.0,0.9900000095367432,0.9800000190734863,0.28999999165534973,0.07999999821186066,1.0,0.3799999952316284,0.9399999976158142,0.47999998927116394,0.9800000190734863,0.46000000834465027,0.949999988079071,0.009999999776482582
tdec_256embd_add_10000_s2,tdec_256embd_add_10000_s2,add,256,10000,2,31999,2.205722239523311e-06,,,,,0.0002468163438607007,,,,,2.808490037918091,3.8722875118255615,,,,,,,,,1.0,,,,,0.9900000095367432,,,,,0.0,0,,,,,,,,
tdec_64embd_add_10000_s2,tdec_64embd_add_10000_s2,add,64,10000,2,31999,0.8372686505317688,,,,,1.285465955734253,,,,,1.4582797288894653,1.541130542755127,,,,,,,,,0.09000000357627869,,,,,0,,,,,0,0,,,,,,,,
tdec_512embd_add_10000000_s1,tdec_512embd_add_10000000_s1,add,512,10000000,1,31999,0.0003633401938714087,,,,,0.7017555832862854,,,,,2.9265623092651367,3.9214704036712646,,,,,,,,,1.0,,,,,0.009999999776482582,,,,,0,0,,,,,,,,
tdec_832embd_mix_10000000_s1,tdec_832embd_mix_10000000_s1,mix,832,10000000,1,31999,0.002627747366204858,1.379830109726754e-06,1.3284943634062074e-06,2.8475951694417745e-05,1.2276057532289997e-05,2.1148996353149414,0.2048235535621643,1.0665326118469238,1.4264397621154785,1.0787802934646606,3.297819137573242,4.352876663208008,1.7595305442810059,2.545426845550537,1.8468133211135864,2.565256118774414,3.2496750354766846,4.261136531829834,4.380542278289795,7.955989360809326,0.9900000095367432,1.0,1.0,1.0,1.0,0.0,0.07999999821186066,0.1599999964237213,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0
tdec_1024embd_add_10000000_s1,tdec_1024embd_add_10000000_s1,add,1024,10000000,1,21999,0.00022053257271181792,,,,,0.06869619339704514,,,,,4.3366522789001465,5.867023468017578,,,,,,,,,0.9900000095367432,,,,,0.7599999904632568,,,,,0,0,,,,,,,,
tdec_1280embd_mix_1000000_s1,tdec_1280embd_mix_1000000_s1,mix,1280,1000000,1,31999,0.006541086360812187,5.034264063397131e-07,3.343564458191395e-06,5.397816948971013e-06,4.96100437885616e-06,0.3131653964519501,0.3124392032623291,0.23625463247299194,0.16785383224487305,0.043092239648103714,3.973935127258301,5.154054164886475,1.4998698234558105,2.8040881156921387,1.818321704864502,2.9449994564056396,3.9413836002349854,5.173036098480225,4.121091842651367,9.423890113830566,0.9700000286102295,1.0,1.0,1.0,1.0,0.28999999165534973,0.009999999776482582,0.49000000953674316,0.49000000953674316,0.8700000047683716,0,0,0,0,0.0,0.0,0,0,0.0,0
tdec_704embd_mix_100000_s1,tdec_704embd_mix_100000_s1,mix,704,100000,1,31999,0.00016357755521312356,8.178939765457471e-07,2.9304781037353678e-06,2.2447973606176674e-05,8.549224730813876e-06,0.6567502021789551,0.9290731549263,0.42252612113952637,0.5668933391571045,0.03155800327658653,3.371126413345337,3.786970615386963,1.595992088317871,2.673016309738159,2.1616032123565674,3.178738594055176,3.3837108612060547,4.006716728210449,1.5044763088226318,7.133821964263916,1.0,1,1.0,1.0,1.0,0.07000000029802322,0.0,0.20000000298023224,0.09000000357627869,0.8700000047683716,0,0,0,0,0.0,0,0,0,0.0,0
tdec_512embd_mix_1000000_s1,tdec_512embd_mix_1000000_s1,mix,512,1000000,1,31999,0.0004955834010615945,3.8966499005255173e-07,7.094710667843174e-07,3.4415684240229893e-06,4.342025022197049e-06,0.41905978322029114,0.07320550829172134,0.0676257312297821,0.1782686859369278,0.05453762412071228,2.938502311706543,3.703165054321289,1.8672806024551392,2.841811418533325,1.7400439977645874,2.7430386543273926,3.235220432281494,3.7566287517547607,2.9791104793548584,7.334527015686035,1.0,1.0,1.0,1.0,0.9900000095367432,0.20999999344348907,0.3199999928474426,0.699999988079071,0.5400000214576721,0.7699999809265137,0,0,0,0,0.0,0.0,0,0,0.0,0
tdec_512embd_add_1000000_s1,tdec_512embd_add_1000000_s1,add,512,1000000,1,31999,1.7903548723552376e-05,,,,,0.5135234594345093,,,,,3.17462158203125,4.867695331573486,,,,,,,,,1.0,,,,,0.029999999329447746,,,,,0,0,,,,,,,,
tdec_1280embd_add_1000000_s1,tdec_1280embd_add_1000000_s1,add,1280,1000000,1,30003,2.2201118099474115e-06,,,,,2.2402279376983643,,,,,4.672349452972412,6.442995548248291,,,,,,,,,1.0,,,,,0.009999999776482582,,,,,0,0,,,,,,,,
tdec_704embd_add_100000_s1,tdec_704embd_add_100000_s1,add,704,100000,1,31999,7.722428563283756e-05,,,,,2.7609314918518066,,,,,6.10013484954834,8.33328914642334,,,,,,,,,1.0,,,,,0.0,,,,,0,0,,,,,,,,
tdec_16embd_mix_10000000_s1,tdec_16embd_mix_10000000_s1,mix,16,10000000,1,31999,1.863092303276062,0.21195954084396362,0.4836975336074829,1.9437068700790405,0.5117160081863403,2.0020089149475098,0.38304218649864197,0.543317437171936,2.06107759475708,0.7758252620697021,2.067166805267334,2.104851007461548,0.5392858982086182,0.5985466837882996,0.5841476321220398,0.6006384491920471,2.1235926151275635,2.142361640930176,1.0545481443405151,1.1779156923294067,0,0.1599999964237213,0.05000000074505806,0,0.05000000074505806,0,0,0.0,0,0,0,0,0,0,0.009999999776482582,0.0,0,0,0,0
tdec_16embd_add_10000000_s1,tdec_16embd_add_10000000_s1,add,16,10000000,1,31999,1.4898267984390259,,,,,1.7399508953094482,,,,,1.8339062929153442,1.8935153484344482,,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,
tdec_832embd_add_10000000_s1,tdec_832embd_add_10000000_s1,add,832,10000000,1,31999,0.15207257866859436,,,,,0.5177456736564636,,,,,0.8521935939788818,1.6081032752990723,,,,,,,,,0.699999988079071,,,,,0.009999999776482582,,,,,0,0,,,,,,,,
tdec_16embd_mix_1000000_s1,tdec_16embd_mix_1000000_s1,mix,16,1000000,1,31999,1.787909746170044,0.6760175228118896,0.46509671211242676,1.9303419589996338,1.1284044981002808,1.962119460105896,0.8328638672828674,0.5254985094070435,2.0514535903930664,1.5000488758087158,2.016383409500122,2.059551477432251,0.9024308919906616,0.9222193956375122,0.5603387951850891,0.561596155166626,2.104421615600586,2.1216530799865723,1.6594603061676025,1.728994607925415,0,0.009999999776482582,0.12999999523162842,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.009999999776482582,0.0,0,0,0,0
tdec_384embd_mix_10000000_s1,tdec_384embd_mix_10000000_s1,mix,384,10000000,1,31999,2.8145811938884435e-06,5.3155076784605626e-08,1.5599522384945885e-07,1.1392977938839977e-07,6.663385079264117e-07,0.1602121740579605,0.04586236923933029,0.01711084693670273,0.1385732889175415,5.937098990216327e-07,4.299161911010742,6.344223499298096,1.8928183317184448,3.2000298500061035,2.5701537132263184,5.0726799964904785,4.3516316413879395,7.504651069641113,2.474973678588867,9.0985746383667,1.0,1,1.0,1.0,1.0,0.4099999964237213,0.5,0.8999999761581421,0.49000000953674316,1.0,0,0,0,0,0.03999999910593033,0,0,0,0.0,0.0
tdec_1408embd_mix_10000000_s1,tdec_1408embd_mix_10000000_s1,mix,1408,10000000,1,31999,0.0004009733675047755,4.294366640067437e-09,2.708096413783778e-09,1.3140095234120963e-07,7.325161277549341e-08,1.3126827478408813,0.33509767055511475,0.942282497882843,1.3162106275558472,0.13666239380836487,7.411067962646484,11.575268745422363,4.371121883392334,6.671859264373779,4.921112060546875,8.945106506347656,7.19528865814209,11.838489532470703,7.2410430908203125,13.886815071105957,1.0,1.0,1.0,1.0,1.0,0.009999999776482582,0.03999999910593033,0.20000000298023224,0.019999999552965164,0.6800000071525574,0.0,0,0,0,0.009999999776482582,0.0,0.0,0,0.0,0
tdec_16embd_add_1000000_s1,tdec_16embd_add_1000000_s1,add,16,1000000,1,31999,1.5294092893600464,,,,,1.7559423446655273,,,,,1.8491934537887573,1.8988598585128784,,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,
tdec_512embd_mix_100000_s1,tdec_512embd_mix_100000_s1,mix,512,100000,1,31999,0.002681636018678546,1.5773418908793246e-06,1.1429523510742001e-05,1.4950342119846027e-05,4.139540124015184e-06,0.19662922620773315,0.7157788872718811,0.012203771620988846,0.006634156219661236,0.01809319294989109,3.160011053085327,4.080792427062988,1.0735224485397339,1.7324775457382202,1.8173112869262695,3.0743720531463623,3.1482882499694824,3.996300458908081,1.40358304977417,8.067912101745605,0.9900000095367432,1.0,1.0,1.0,1.0,0.4399999976158142,0.0,0.9399999976158142,0.949999988079071,0.9100000262260437,0,0,0,0,0.0,0,0,0,0.0,0
tdec_16embd_mix_100000_s1,tdec_16embd_mix_100000_s1,mix,16,100000,1,31999,1.8042184114456177,0.8248015642166138,0.44574210047721863,1.9466115236282349,1.51991605758667,1.9610868692398071,0.9242983460426331,0.5271357893943787,2.0553488731384277,1.7359976768493652,2.026455879211426,2.0653367042541504,0.9807589650154114,0.9988221526145935,0.556861400604248,0.5603274703025818,2.107706069946289,2.124344825744629,1.8648185729980469,1.910926342010498,0,0,0.07999999821186066,0,0,0,0,0.009999999776482582,0,0,0,0,0,0,0.019999999552965164,0.0,0,0,0,0
tdec_16embd_add_100000_s1,tdec_16embd_add_100000_s1,add,16,100000,1,31999,1.5194847583770752,,,,,1.751805067062378,,,,,1.8476539850234985,1.8989394903182983,,,,,,,,,0.0,,,,,0,,,,,0,0,,,,,,,,
tdec_384embd_add_10000000_s1,tdec_384embd_add_10000000_s1,add,384,10000000,1,31999,8.173141395673156e-06,,,,,0.003057025372982025,,,,,5.870666027069092,8.991313934326172,,,,,,,,,1.0,,,,,0.9700000286102295,,,,,0.0,0,,,,,,,,
tdec_16embd_mix_10000_s1,tdec_16embd_mix_10000_s1,mix,16,10000,1,31999,1.7842381000518799,0.4456590712070465,0.47056105732917786,1.9277968406677246,0.8373296856880188,1.9723314046859741,0.648698627948761,0.5342016816139221,2.0563886165618896,1.234971046447754,2.0365350246429443,2.073984384536743,0.7685806751251221,0.8005142211914062,0.569609522819519,0.58356112241745,2.10264253616333,2.1221208572387695,1.4726916551589966,1.5504884719848633,0.0,0.0,0.05999999865889549,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
tdec_1280embd_mix_100000_s1,tdec_1280embd_mix_100000_s1,mix,1280,100000,1,31999,0.0015396433882415295,5.304349315338186e-07,2.823944384999777e-07,1.028033238981152e-05,5.819301077281125e-05,0.06264498829841614,1.1537811756134033,0.24892868101596832,0.12063022702932358,0.03504273295402527,6.464676380157471,8.433572769165039,2.8042681217193604,4.452856540679932,3.1000475883483887,5.481112003326416,5.927974224090576,8.749465942382812,2.351625919342041,8.931136131286621,0.9800000190734863,1.0,1.0,1.0,1.0,0.7300000190734863,0.0,0.699999988079071,0.7900000214576721,0.8399999737739563,0.0,0,0.0,0,0.009999999776482582,0.0,0.0,0,0.0,0.0
tdec_16embd_add_10000_s1,tdec_16embd_add_10000_s1,add,16,10000,1,31999,1.5234111547470093,,,,,1.7424427270889282,,,,,1.843448519706726,1.891700029373169,,,,,,,,,0,,,,,0,,,,,0,0,,,,,,,,
tdec_512embd_add_100000_s1,tdec_512embd_add_100000_s1,add,512,100000,1,31999,9.65681374509586e-06,,,,,0.4685649573802948,,,,,3.341505765914917,6.345208168029785,,,,,,,,,1.0,,,,,0.09000000357627869,,,,,0,0,,,,,,,,
tdec_1024embd_mix_1000000_s1,tdec_1024embd_mix_1000000_s1,mix,1024,1000000,1,31999,0.00012826248712372035,5.070755833003204e-07,1.7017430309351766e-06,1.0597424989100546e-05,6.996679439907894e-05,1.4182988405227661,0.8064286708831787,0.949745774269104,0.7429549694061279,0.05233418568968773,3.4379076957702637,4.140200614929199,1.4589333534240723,3.255347490310669,2.1325385570526123,3.3356528282165527,3.16225528717041,4.2597761154174805,2.789355993270874,7.0115814208984375,1.0,1.0,1.0,1.0,1.0,0.05000000074505806,0.0,0.1599999964237213,0.03999999910593033,0.75,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0
