,name,task,n_embd,train_size,seed,trainer/global_step,val_loss/add_in_dist,val_loss/ali_in_dist,val_loss/car_in_dist,val_loss/mad_in_dist,val_loss/rev_in_dist,val_loss/add_ood_8digit,val_loss/ali_ood_8digit,val_loss/car_ood_8digit,val_loss/mad_ood_8digit,val_loss/rev_ood_8digit,val_loss/add_ood_10digit,val_loss/add_ood_11digit,val_loss/ali_ood_10digit,val_loss/ali_ood_11digit,val_loss/car_ood_10digit,val_loss/car_ood_11digit,val_loss/mad_ood_10digit,val_loss/mad_ood_11digit,val_loss/rev_ood_10digit,val_loss/rev_ood_11digit,val_acc/add_in_dist,val_acc/ali_in_dist,val_acc/car_in_dist,val_acc/mad_in_dist,val_acc/rev_in_dist,val_acc/add_ood_8digit,val_acc/ali_ood_8digit,val_acc/car_ood_8digit,val_acc/mad_ood_8digit,val_acc/rev_ood_8digit,val_acc/add_ood_10digit,val_acc/add_ood_11digit,val_acc/ali_ood_10digit,val_acc/ali_ood_11digit,val_acc/car_ood_10digit,val_acc/car_ood_11digit,val_acc/mad_ood_10digit,val_acc/mad_ood_11digit,val_acc/rev_ood_10digit,val_acc/rev_ood_11digit
tdec_384embd_mix_1000000_s1,tdec_384embd_mix_1000000_s1,mix,384,1000000,1,31999,2.3751092612656066e-06,4.173332968093746e-08,2.5232350253645563e-07,8.777670927884174e-07,6.429337986446626e-07,0.027851229533553123,0.4489818513393402,0.007858428172767162,0.04990193247795105,8.746259118197486e-05,2.801325798034668,3.503451347351074,1.255463719367981,2.7665786743164062,1.4875059127807617,2.4369843006134033,2.932527542114258,3.955653190612793,1.4014232158660889,8.098734855651855,1.0,1.0,1.0,1.0,1.0,0.8700000047683716,0.0,0.9399999976158142,0.8199999928474426,1.0,0,0,0,0,0.11999999731779099,0.0,0,0,0.0,0.0
tdec_1280embd_add_100000_s1,tdec_1280embd_add_100000_s1,add,1280,100000,1,30042,2.0990670236642472e-05,,,,,3.2264528274536133,,,,,3.979921340942383,6.132904529571533,,,,,,,,,1.0,,,,,0.0,,,,,0,0,,,,,,,,
tdec_384embd_add_1000000_s1,tdec_384embd_add_1000000_s1,add,384,1000000,1,31999,8.645453704048123e-07,,,,,0.03998967260122299,,,,,3.8182153701782227,5.241072177886963,,,,,,,,,1.0,,,,,0.800000011920929,,,,,0,0,,,,,,,,
tdec_640embd_mix_10000000_s1,tdec_640embd_mix_10000000_s1,mix,640,10000000,1,31999,4.4904404603585135e-06,1.5785262874601358e-08,2.508472562112729e-06,2.183339347539004e-06,6.7806536208081525e-06,0.5466998815536499,0.4046649634838104,0.575914204120636,0.5490071177482605,0.07000670582056046,3.153529405593872,4.079773902893066,1.4619970321655273,2.2321724891662598,1.5859742164611816,2.7231829166412354,2.7830440998077393,3.891040325164795,4.928947925567627,10.92922592163086,1.0,1,1.0,1.0,1.0,0.09000000357627869,0.009999999776482582,0.05999999865889549,0.10999999940395355,0.7200000286102295,0,0,0,0,0.009999999776482582,0,0,0,0.0,0
tdec_512embd_mix_10000_s1,tdec_512embd_mix_10000_s1,mix,512,10000,1,31999,0.12498318403959274,5.621591299131978e-07,3.982348425779492e-05,0.001781866536475718,0.006594640668481588,0.9226388335227966,0.5162847638130188,0.7737501263618469,1.1500463485717773,0.08449959754943848,3.194385290145874,4.002162933349609,1.7929972410202026,2.607851982116699,1.4945834875106812,2.3249645233154297,2.9216363430023193,3.852271318435669,0.7439313530921936,5.475988864898682,0.7599999904632568,1.0,1.0,1.0,0.9900000095367432,0.07000000029802322,0.0,0.17000000178813934,0.009999999776482582,0.800000011920929,0,0,0,0,0.009999999776482582,0.0,0,0,0.07000000029802322,0.0
tdec_1408embd_add_10000000_s1,tdec_1408embd_add_10000000_s1,add,1408,10000000,1,32000,1.449258661523345e-06,,,,,0.410312682390213,,,,,5.3304314613342285,6.264272689819336,,,,,,,,,1.0,,,,,0.30000001192092896,,,,,0,0,,,,,,,,
tdec_384embd_mix_100000_s1,tdec_384embd_mix_100000_s1,mix,384,100000,1,31999,2.1915540855843574e-05,4.844456498176442e-07,2.183204969696817e-06,1.5448284102603793e-05,3.702506728586741e-05,0.311273992061615,0.03260961174964905,0.38766640424728394,0.22218091785907745,2.2244645151658915e-05,3.0598416328430176,4.621894359588623,1.1915152072906494,2.714656352996826,1.607377290725708,2.9932870864868164,2.956031084060669,4.4889607429504395,0.8757935166358948,8.473820686340332,1.0,1.0,1.0,1.0,1.0,0.18000000715255737,0.5099999904632568,0.23000000417232513,0.3100000023841858,1.0,0.0,0,0.0,0,0.05999999865889549,0.0,0,0,0.009999999776482582,0.0
tdec_512embd_add_10000_s1,tdec_512embd_add_10000_s1,add,512,10000,1,31999,2.067645788192749,,,,,3.760978937149048,,,,,5.013972282409668,5.840913772583008,,,,,,,,,0.33000001311302185,,,,,0,,,,,0,0,,,,,,,,
tdec_832embd_mix_1000000_s1,tdec_832embd_mix_1000000_s1,mix,832,1000000,1,31999,1.3256721103971358e-05,3.574298261810327e-07,3.867887414799043e-07,2.1046791971457424e-06,1.32063928504067e-06,0.39729630947113037,1.7607438564300537,0.3338252305984497,0.8491805791854858,0.7243083715438843,4.729119300842285,6.0624566078186035,2.401057243347168,3.5620064735412598,2.3218560218811035,3.4621474742889404,5.047161102294922,6.3992767333984375,5.509832382202148,9.650859832763672,1.0,1.0,1.0,1.0,1.0,0.3799999952316284,0.0,0.5099999904632568,0.20999999344348907,0.03999999910593033,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
tdec_384embd_add_100000_s1,tdec_384embd_add_100000_s1,add,384,100000,1,31999,1.4216668660083087e-06,,,,,0.00154105422552675,,,,,2.509739637374878,3.173574447631836,,,,,,,,,1.0,,,,,1.0,,,,,0,0,,,,,,,,
tdec_640embd_add_10000000_s1,tdec_640embd_add_10000000_s1,add,640,10000000,1,31999,0.002067382214590907,,,,,0.7417321801185608,,,,,5.106692314147949,6.544126510620117,,,,,,,,,1.0,,,,,0.019999999552965164,,,,,0,0,,,,,,,,
tdec_1024embd_add_1000000_s1,tdec_1024embd_add_1000000_s1,add,1024,1000000,1,30003,0.0004145911952946335,,,,,0.8852260708808899,,,,,3.597494125366211,5.905196666717529,,,,,,,,,0.9900000095367432,,,,,0.12999999523162842,,,,,0,0,,,,,,,,
tdec_1216embd_mix_10000000_s1,tdec_1216embd_mix_10000000_s1,mix,1216,10000000,1,31999,0.002126689301803708,1.090383648261195e-05,6.0403185671020765e-06,2.3099288227967918e-05,1.9996343326056376e-05,0.11495158821344376,0.12359894812107086,0.03758300468325615,0.07733792066574097,0.811698853969574,4.349438667297363,6.22793436050415,2.4581165313720703,4.121137619018555,2.063113212585449,3.3579938411712646,4.482188701629639,6.548956394195557,4.7532877922058105,6.624574184417725,0.9900000095367432,1.0,1.0,1.0,1.0,0.5299999713897705,0.12999999523162842,0.8299999833106995,0.7900000214576721,0.019999999552965164,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0
tdec_448embd_mix_10000000_s1,tdec_448embd_mix_10000000_s1,mix,448,10000000,1,31999,6.393325293174712e-06,1.0906929048815073e-07,1.1933542509723338e-07,3.724317593878368e-06,1.5839193565625465e-06,1.127172827720642,0.016533300280570984,0.6095550060272217,1.1936074495315552,0.007181829307228327,3.1580121517181396,3.8258376121520996,1.376589059829712,2.290343999862671,1.873489260673523,2.904891014099121,3.139441728591919,3.4848196506500244,1.336602807044983,8.439730644226074,1.0,1.0,1,1.0,1.0,0.0,0.7099999785423279,0.1899999976158142,0.009999999776482582,0.9700000286102295,0.0,0,0,0,0.03999999910593033,0,0.0,0,0.009999999776482582,0
tdec_320embd_mix_10000000_s1,tdec_320embd_mix_10000000_s1,mix,320,10000000,1,31999,4.806015112990281e-06,7.0673927154985e-08,2.2210920747056662e-07,5.780788114861934e-07,1.279755451832898e-05,0.012364034540951252,0.0003791546914726496,0.00010156985081266612,0.00035242733429186046,2.478344686096534e-05,2.3293569087982178,3.8556342124938965,1.412462592124939,2.874743938446045,1.5621228218078613,2.7854526042938232,2.627819776535034,4.7087082862854,2.597846746444702,7.595203876495361,1.0,1.0,1.0,1.0,1.0,0.8700000047683716,0.9800000190734863,1.0,1.0,1.0,0,0,0,0,0.15000000596046448,0.0,0.0,0,0.0,0.0
tdec_192embd_mix_10000000_s1,tdec_192embd_mix_10000000_s1,mix,192,10000000,1,31999,0.0006101102335378528,6.328195212290666e-08,1.63170102496224e-06,9.829095688473899e-07,2.951652504634694e-06,4.589790114550851e-05,1.0926256521770483e-07,2.6785116915561957e-06,2.2032227207091637e-06,1.321213517258002e-06,2.4637441635131836,4.403081893920898,0.9081421494483948,2.6849255561828613,1.7551268339157104,2.8468706607818604,2.410867214202881,4.70003080368042,0.05220673978328705,4.912881374359131,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.0,0,0.0,0,0.11999999731779099,0.0,0.0,0,0.6100000143051147,0.0
tdec_320embd_add_10000000_s1,tdec_320embd_add_10000000_s1,add,320,10000000,1,31999,0.00015698240895289928,,,,,0.012339243665337563,,,,,3.5161097049713135,4.1837944984436035,,,,,,,,,1.0,,,,,0.9399999976158142,,,,,0,0,,,,,,,,
tdec_1408embd_mix_1000000_s1,tdec_1408embd_mix_1000000_s1,mix,1408,1000000,1,31001,4.1186190173903015e-06,8.937760043181697e-08,3.896456846064211e-08,4.755167424264073e-07,3.6151263884676155e-06,0.4864788353443146,0.3841439485549927,0.12708179652690887,0.18192113935947418,0.022072145715355873,5.817022323608398,8.484437942504883,1.853603720664978,3.123631000518799,3.282782793045044,5.786860466003418,5.2911810874938965,7.915355682373047,3.370933771133423,11.191191673278809,1.0,1.0,1.0,1.0,1.0,0.1599999964237213,0.0,0.6299999952316284,0.5400000214576721,0.8999999761581421,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
tdec_832embd_add_1000000_s1,tdec_832embd_add_1000000_s1,add,832,1000000,1,31999,0.004891878925263882,,,,,1.929903268814087,,,,,3.528003454208374,4.323594570159912,,,,,,,,,0.9800000190734863,,,,,0,,,,,0,0,,,,,,,,
tdec_448embd_add_10000000_s1,tdec_448embd_add_10000000_s1,add,448,10000000,1,31999,0.0002236565196653828,,,,,0.8409838676452637,,,,,2.7139687538146973,4.350048065185547,,,,,,,,,1.0,,,,,0.05000000074505806,,,,,0,0,,,,,,,,
tdec_192embd_add_10000000_s1,tdec_192embd_add_10000000_s1,add,192,10000000,1,31999,0.2665194869041443,,,,,0.6936895847320557,,,,,1.0538034439086914,1.4569522142410278,,,,,,,,,0.49000000953674316,,,,,0.0,,,,,0,0,,,,,,,,
tdec_1216embd_add_10000000_s1,tdec_1216embd_add_10000000_s1,add,1216,10000000,1,32000,0.0031885982025414705,,,,,1.344180941581726,,,,,4.540279865264893,5.989398002624512,,,,,,,,,0.9800000190734863,,,,,0.03999999910593033,,,,,0,0,,,,,,,,
tdec_320embd_mix_1000000_s1,tdec_320embd_mix_1000000_s1,mix,320,1000000,1,31999,1.62332653417252e-05,1.4413666704626849e-08,1.4406654713639e-07,9.256349358111038e-07,9.232616093868273e-07,0.08978363126516342,0.0007557328790426254,0.0010917331092059612,0.0015815896913409233,4.24068957727286e-06,2.386425256729126,3.4131338596343994,1.744513750076294,2.896791934967041,1.5694764852523804,2.5405898094177246,2.2930266857147217,3.453784465789795,2.089205741882324,9.231965065002441,1.0,1.0,1.0,1.0,1.0,0.6299999952316284,0.9800000190734863,1.0,0.9700000286102295,1.0,0,0,0.0,0,0.17000000178813934,0.0,0.0,0,0.0,0.0
tdec_192embd_mix_1000000_s1,tdec_192embd_mix_1000000_s1,mix,192,1000000,1,31999,0.0025672537740319967,1.9673228734973236e-07,1.8787293356581358e-06,3.375282631168375e-06,5.824174877488986e-06,0.0014849697472527623,1.4092223636907875e-06,3.087053528361139e-06,7.0369901550293434e-06,4.116060517844744e-05,1.4051035642623901,2.898862838745117,1.358871340751648,3.2456138134002686,0.9893970489501953,2.2231483459472656,1.7010616064071655,3.273552894592285,0.0004372614494059235,2.4678163528442383,0.9900000095367432,1.0,1.0,1,1.0,0.9800000190734863,1.0,1.0,1.0,1.0,0.0,0,0.0,0,0.15000000596046448,0.0,0.0,0,0.9800000190734863,0.0
tdec_640embd_mix_1000000_s1,tdec_640embd_mix_1000000_s1,mix,640,1000000,1,31999,2.096305433951784e-05,1.6271543756829487e-07,7.37877428491629e-07,2.2589949821849586e-06,1.769548134689103e-07,0.41176697611808777,0.7122817039489746,0.10931573808193207,0.44683510065078735,0.19310666620731354,3.3074893951416016,4.587364196777344,2.004800319671631,3.0188021659851074,1.8879836797714233,2.7470903396606445,3.2632551193237305,4.356097221374512,6.280643463134766,9.846855163574219,1.0,1,1.0,1.0,1.0,0.15000000596046448,0.0,0.6499999761581421,0.20000000298023224,0.5099999904632568,0,0,0,0,0.0,0,0,0,0.0,0
tdec_192embd_add_1000000_s1,tdec_192embd_add_1000000_s1,add,192,1000000,1,31999,0.16075660288333893,,,,,0.4600253403186798,,,,,0.8996391892433167,1.4501407146453857,,,,,,,,,0.6800000071525574,,,,,0.0,,,,,0,0,,,,,,,,
tdec_320embd_add_1000000_s1,tdec_320embd_add_1000000_s1,add,320,1000000,1,31999,8.591925961809466e-07,,,,,0.15524156391620636,,,,,3.6758246421813965,5.211868762969971,,,,,,,,,1.0,,,,,0.550000011920929,,,,,0,0,,,,,,,,
tdec_448embd_mix_1000000_s1,tdec_448embd_mix_1000000_s1,mix,448,1000000,1,31999,0.00011816003097919747,6.934569540817392e-08,1.267033553631336e-06,2.9739558158325963e-06,1.1331929954394582e-06,0.009817245416343212,0.2978118658065796,0.000607639376539737,0.0006534176063723862,6.5949066083703656e-06,4.1315202713012695,5.0161895751953125,1.7683354616165161,2.635849714279175,2.03133225440979,3.2669994831085205,4.119736194610596,6.103573799133301,5.135889053344727,11.692622184753418,0.9900000095367432,1.0,1.0,1.0,1.0,0.949999988079071,0.0,0.9800000190734863,0.9800000190734863,1.0,0,0,0,0,0.03999999910593033,0.0,0,0,0.0,0
tdec_192embd_mix_100000_s1,tdec_192embd_mix_100000_s1,mix,192,100000,1,31999,0.005312424153089523,4.232363721712318e-07,7.134879524528515e-06,8.91675335878972e-06,0.0006358110695146024,0.010397765785455704,1.0666560683603166e-06,1.537715615995694e-05,1.7739290342433378e-05,3.7951689591864124e-05,1.9105201959609985,3.102736473083496,0.34526196122169495,1.0426921844482422,1.2122917175292969,2.124878406524658,2.0649733543395996,3.3709769248962402,0.17370951175689697,4.2252373695373535,0.9599999785423279,1.0,1.0,1.0,0.9900000095367432,0.9399999976158142,1.0,1.0,1,1.0,0.0,0,0.0,0,0.14000000059604645,0.0,0.0,0,0.20999999344348907,0.0
tdec_1408embd_add_1000000_s1,tdec_1408embd_add_1000000_s1,add,1408,1000000,1,31003,3.9363290852634236e-05,,,,,0.09836599230766296,,,,,5.586403846740723,9.062076568603516,,,,,,,,,1.0,,,,,0.6299999952316284,,,,,0,0,,,,,,,,
tdec_192embd_add_100000_s1,tdec_192embd_add_100000_s1,add,192,100000,1,31999,0.04656032472848892,,,,,0.1699727177619934,,,,,1.3810362815856934,2.0786046981811523,,,,,,,,,0.8700000047683716,,,,,0.20999999344348907,,,,,0,0,,,,,,,,
tdec_320embd_mix_100000_s1,tdec_320embd_mix_100000_s1,mix,320,100000,1,31999,7.091944553394569e-06,4.866896574640123e-08,2.815161792568688e-07,2.481530827935785e-06,3.210793011021451e-06,0.0054822806268930435,0.09940516203641891,8.777619223110378e-05,4.600848114932887e-05,2.6677998903323896e-05,2.688460350036621,4.351221084594727,1.4326530694961548,3.1022400856018066,1.4495280981063843,2.1073882579803467,2.696302890777588,4.644636631011963,2.121314764022827,8.037534713745117,1.0,1,1.0,1.0,1.0,0.9599999785423279,0.3400000035762787,1.0,0.9900000095367432,1.0,0.0,0,0,0,0.14000000059604645,0.0,0.0,0,0.0,0.0
tdec_448embd_add_1000000_s1,tdec_448embd_add_1000000_s1,add,448,1000000,1,31999,0.0007953127496875823,,,,,0.6842125058174133,,,,,4.058763027191162,5.1125922203063965,,,,,,,,,0.9900000095367432,,,,,0.029999999329447746,,,,,0,0,,,,,,,,
tdec_640embd_add_1000000_s1,tdec_640embd_add_1000000_s1,add,640,1000000,1,31999,9.007688277051784e-06,,,,,1.0505242347717285,,,,,3.9664008617401123,5.723675727844238,,,,,,,,,1.0,,,,,0.009999999776482582,,,,,0,0,,,,,,,,
tdec_128embd_mix_10000000_s1,tdec_128embd_mix_10000000_s1,mix,128,10000000,1,31999,0.030112477019429207,1.6686701655999059e-06,5.682215851265937e-05,5.4316511523211375e-05,2.6498304578126408e-05,0.0349397175014019,2.891268877647235e-06,0.0001391031255479902,0.00011457523942226544,3.4533477446530014e-05,0.22668588161468506,2.015212059020996,9.98618907033233e-06,0.9851419925689697,0.2188621461391449,1.2947304248809814,0.347809761762619,2.2376151084899902,0.0005552308866754174,0.579025387763977,0.8199999928474426,1.0,1.0,1.0,1.0,0.7699999809265137,1.0,1.0,1.0,1.0,0.2800000011920929,0,1.0,0.0,0.33000001311302185,0.019999999552965164,0.10999999940395355,0,0.9800000190734863,0.0
tdec_320embd_add_100000_s1,tdec_320embd_add_100000_s1,add,320,100000,1,31999,3.4476499877200695e-06,,,,,0.014137929305434227,,,,,2.6886205673217773,3.40200138092041,,,,,,,,,1.0,,,,,0.8899999856948853,,,,,0,0,,,,,,,,
tdec_1216embd_mix_1000000_s1,tdec_1216embd_mix_1000000_s1,mix,1216,1000000,1,31999,0.015600781887769699,3.196325337739836e-07,2.3019927084533265e-06,5.409242294263095e-05,8.245277967944276e-06,0.48674294352531433,0.19481807947158813,0.027678944170475006,0.19704395532608032,0.01479344628751278,3.8771555423736572,5.058594703674316,1.4658141136169434,2.8216793537139893,2.722109079360962,3.852187156677246,3.842407464981079,5.368239879608154,2.6128740310668945,7.657156944274902,0.9599999785423279,1.0,1.0,1.0,1.0,0.10999999940395355,0.11999999731779099,0.8899999856948853,0.4300000071525574,0.9200000166893005,0,0,0,0,0.0,0.0,0,0,0.0,0
tdec_128embd_add_10000000_s1,tdec_128embd_add_10000000_s1,add,128,10000000,1,31999,0.4257887601852417,,,,,0.8997963070869446,,,,,1.1433957815170288,1.2407574653625488,,,,,,,,,0.3400000035762787,,,,,0,,,,,0,0,,,,,,,,
tdec_128embd_mix_1000000_s1,tdec_128embd_mix_1000000_s1,mix,128,1000000,1,31999,0.027267372235655785,1.4762113096367102e-06,4.461171920411289e-05,2.2859561795485206e-05,1.256098403246142e-05,0.03179406747221947,4.503836862568278e-06,8.574646199122071e-05,4.7636262024752796e-05,3.682589522213675e-05,1.1698594093322754,1.871171236038208,6.820911221439019e-05,1.0608325004577637,0.37065625190734863,0.8798978328704834,1.281295657157898,2.016866683959961,0.0006900971638970077,0.7715195417404175,0.8600000143051147,1.0,1.0,1.0,1.0,0.8199999928474426,1.0,1.0,1.0,1.0,0.0,0,1.0,0.0,0.15000000596046448,0.05999999865889549,0.0,0.0,0.9800000190734863,0.0
tdec_1024embd_mix_100000_s1,tdec_1024embd_mix_100000_s1,mix,1024,100000,1,31999,5.5852040532045066e-05,1.9510318338689103e-07,1.8156546843783872e-07,8.414664875999733e-07,5.050892468716484e-07,0.2154022604227066,0.6993456482887268,0.011548062786459923,0.013146443292498589,0.0037117076572030783,4.555607795715332,6.439294338226318,1.8796911239624023,3.2189087867736816,2.5306479930877686,4.123357772827148,4.436974048614502,6.419158458709717,1.0637060403823853,7.472049713134766,1.0,1.0,1.0,1.0,1.0,0.5400000214576721,0.0,0.9700000286102295,0.9599999785423279,0.9800000190734863,0,0,0,0,0.009999999776482582,0.0,0.0,0,0.019999999552965164,0.0
tdec_256embd_mix_10000000_s1,tdec_256embd_mix_10000000_s1,mix,256,10000000,1,31999,0.0022928863763809204,1.5510157425069337e-07,3.3778175634324725e-07,8.317003334923356e-07,3.4111324112018337e-06,0.012700078077614307,0.00011958491813857108,3.715545972227119e-05,0.007794118952006102,4.5362314267549664e-05,2.908137559890747,4.277031898498535,1.4531567096710205,2.090378761291504,1.5144518613815308,2.7856943607330322,3.053102731704712,4.745954513549805,0.8243131041526794,5.882207870483398,1.0,1.0,1.0,1,1.0,0.9300000071525574,1.0,1.0,0.9800000190734863,1.0,0,0,0,0,0.17000000178813934,0.0,0,0,0.029999999329447746,0
tdec_448embd_mix_100000_s1,tdec_448embd_mix_100000_s1,mix,448,100000,1,31999,6.126869266154245e-05,2.696738761187589e-07,1.9417702787905e-06,1.0881675734708551e-05,2.3236466404341627e-06,0.09977273643016815,0.05130137503147125,0.11765950173139572,0.03517329320311546,0.0034925746731460094,2.7247884273529053,3.660641670227051,1.175186276435852,2.2307868003845215,1.4259355068206787,2.53444766998291,2.422839879989624,3.3660902976989746,0.18277877569198608,7.103597640991211,1.0,1,1.0,1.0,1.0,0.6299999952316284,0.3199999928474426,0.550000011920929,0.8500000238418579,0.9900000095367432,0,0,0.0,0,0.009999999776482582,0.0,0,0,0.47999998927116394,0.0
tdec_128embd_add_1000000_s1,tdec_128embd_add_1000000_s1,add,128,1000000,1,31999,0.7662131786346436,,,,,1.216996669769287,,,,,1.4029136896133423,1.485538363456726,,,,,,,,,0.17000000178813934,,,,,0,,,,,0,0,,,,,,,,
tdec_832embd_mix_100000_s1,tdec_832embd_mix_100000_s1,mix,832,100000,1,31999,0.0001173281780211255,3.1637321740163316e-07,3.6854280551779084e-06,3.945019670936745e-06,4.0318735727851163e-07,0.7009902000427246,0.7823278903961182,0.4143567681312561,0.3443756103515625,0.1325257420539856,4.211514949798584,5.560866832733154,1.8042527437210083,3.055285692214966,2.400395393371582,3.689737319946289,4.402338981628418,5.8918776512146,3.393044948577881,9.9420804977417,1.0,1.0,1.0,1.0,1.0,0.029999999329447746,0.0,0.2800000011920929,0.15000000596046448,0.5400000214576721,0,0,0,0,0.0,0,0.0,0,0.0,0
tdec_256embd_add_10000000_s1,tdec_256embd_add_10000000_s1,add,256,10000000,1,31999,0.05404204502701759,,,,,0.3500193655490875,,,,,1.4882408380508423,2.34531307220459,,,,,,,,,0.8799999952316284,,,,,0.05999999865889549,,,,,0,0,,,,,,,,
tdec_128embd_mix_100000_s1,tdec_128embd_mix_100000_s1,mix,128,100000,1,31999,0.025023527443408966,1.7054451291187434e-06,4.8811147280503064e-05,4.671386341215111e-05,1.8753018593997695e-05,0.021702473983168602,3.942009243473876e-06,0.00015847603208385408,8.552012877771631e-05,0.00010963551903842017,1.0805610418319702,2.214615821838379,0.13150346279144287,1.396058201789856,0.5610698461532593,1.21663236618042,1.0938105583190918,2.553699493408203,0.014217554591596127,2.432563543319702,0.9100000262260437,1.0,1.0,1.0,1.0,0.8199999928474426,1.0,1.0,1.0,1.0,0.0,0,0.03999999910593033,0.0,0.1599999964237213,0.0,0.0,0,0.7799999713897705,0.0
tdec_1216embd_add_1000000_s1,tdec_1216embd_add_1000000_s1,add,1216,1000000,1,30003,5.439256710815243e-06,,,,,1.5701603889465332,,,,,5.022983551025391,7.028428554534912,,,,,,,,,1.0,,,,,0.10999999940395355,,,,,0,0,,,,,,,,
tdec_448embd_add_100000_s1,tdec_448embd_add_100000_s1,add,448,100000,1,31999,5.323413461155724e-06,,,,,0.11243423819541931,,,,,3.217848539352417,4.170358657836914,,,,,,,,,1.0,,,,,0.38999998569488525,,,,,0,0,,,,,,,,
tdec_128embd_add_100000_s1,tdec_128embd_add_100000_s1,add,128,100000,1,31999,0.3878086507320404,,,,,0.8871273994445801,,,,,1.1302069425582886,1.2464406490325928,,,,,,,,,0.36000001430511475,,,,,0.0,,,,,0,0,,,,,,,,
tdec_1408embd_mix_100000_s1,tdec_1408embd_mix_100000_s1,mix,1408,100000,1,31021,8.192465429601725e-06,1.4586094998492172e-08,3.5102981854606696e-08,1.46877800943912e-06,9.254368342226371e-05,0.32958266139030457,0.1399783194065094,1.8816475868225098,1.0017056465148926,0.05420248210430145,6.656915664672852,11.146729469299316,2.3369765281677246,3.8560080528259277,4.411032199859619,8.575753211975098,6.97462272644043,11.095699310302734,2.902249336242676,10.755151748657227,1.0,1.0,1.0,1.0,1.0,0.5299999713897705,0.2800000011920929,0.1899999976158142,0.20000000298023224,0.800000011920929,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0
tdec_64embd_mix_10000000_s1,tdec_64embd_mix_10000000_s1,mix,64,10000000,1,31999,0.04586149379611015,1.8176648154621944e-05,0.00047741044545546174,0.00036598611040972173,7.67176243243739e-05,0.0569290928542614,2.4951155864982866e-05,0.0007394922431558371,0.0005734527949243784,0.00017667410429567099,0.09128008037805557,0.4814482033252716,9.513434633845463e-05,0.005134441889822483,0.002914673648774624,0.07931065559387207,0.006532005034387112,0.23426805436611176,0.0007115676999092102,0.2544364631175995,0.800000011920929,1.0,0.9900000095367432,0.9900000095367432,1.0,0.6700000166893005,0.9900000095367432,1.0,1.0,1.0,0.3799999952316284,0.03999999910593033,1.0,0.8100000023841858,0.9700000286102295,0.4300000071525574,0.949999988079071,0.15000000596046448,0.9900000095367432,0.05000000074505806
tdec_256embd_mix_1000000_s1,tdec_256embd_mix_1000000_s1,mix,256,1000000,1,31999,3.087123695877381e-05,6.903956659698451e-07,5.344111741578672e-06,5.636190962832188e-06,3.880855001625605e-05,0.012404726818203926,0.01640758104622364,0.01200105994939804,0.0016190559836104512,0.0004148009466007352,2.2994751930236816,3.4666337966918945,1.5666171312332153,2.6018993854522705,1.6018236875534058,2.5274038314819336,2.209798812866211,3.628218173980713,0.6555416584014893,7.1006178855896,1.0,1.0,1.0,1.0,1.0,0.8600000143051147,0.7900000214576721,0.8999999761581421,0.9900000095367432,0.9900000095367432,0.0,0,0.0,0,0.05999999865889549,0.0,0.0,0,0.029999999329447746,0
tdec_640embd_mix_100000_s1,tdec_640embd_mix_100000_s1,mix,640,100000,1,31999,2.2305728180072038e-06,1.3298434851094498e-06,6.167012145397166e-08,3.7332952729229874e-07,3.0824041914456757e-06,1.9957382678985596,0.7340567708015442,1.9080557823181152,2.2588627338409424,0.6790318489074707,3.3002288341522217,4.714167594909668,1.6528747081756592,3.029573917388916,1.956607699394226,3.291243553161621,3.84367036819458,5.2354817390441895,4.942286014556885,10.525432586669922,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.019999999552965164,0.0,0.10000000149011612,0,0,0,0,0.029999999329447746,0,0,0,0.0,0
tdec_64embd_add_10000000_s1,tdec_64embd_add_10000000_s1,add,64,10000000,1,31999,0.9384797811508179,,,,,1.329187035560608,,,,,1.494877576828003,1.567542314529419,,,,,,,,,0.03999999910593033,,,,,0,,,,,0,0,,,,,,,,
tdec_256embd_add_1000000_s1,tdec_256embd_add_1000000_s1,add,256,1000000,1,31999,0.12861695885658264,,,,,0.35709869861602783,,,,,0.7918095588684082,1.2766063213348389,,,,,,,,,0.7099999785423279,,,,,0.019999999552965164,,,,,0,0,,,,,,,,
tdec_64embd_mix_1000000_s1,tdec_64embd_mix_1000000_s1,mix,64,1000000,1,31999,0.046622246503829956,8.593721759098116e-06,0.0009405713644810021,0.0003229184076189995,8.271593833342195e-05,0.0648583248257637,1.366183550999267e-05,0.001831049914471805,0.0004979904624633491,0.0002126945328200236,0.09941476583480835,0.3038395643234253,4.031465505249798e-05,0.047855984419584274,0.0031541483476758003,0.05053817108273506,0.0021573456469923258,0.07246645539999008,0.001998134655877948,0.5272315740585327,0.8299999833106995,1.0,1.0,1.0,0.9900000095367432,0.6000000238418579,1.0,0.9900000095367432,0.9900000095367432,1.0,0.3799999952316284,0.05999999865889549,1.0,0.20999999344348907,0.9800000190734863,0.6100000143051147,0.949999988079071,0.4300000071525574,0.9700000286102295,0.0
